#247
#17743
# what-if time: 170.0434639453888
# cost_requests: 2940384	cache_hits: 2920875
data;

set QUERIES :=  1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99;

param a :=
20 7406 3982645.68
20 7419 4279548.04
20 7425 4125271.81
20 7431 4270545.4
20 7448 4274392.8
20 7452 4131909.2
20 7461 3844417.68
20 7471 4248654.1
20 7473 3982645.68
20 7486 4279548.04
20 7492 4125271.81
20 7498 4270545.4
20 7557 4274392.8
20 7564 4131909.2
20 7592 3844417.68
20 7620 4248654.1
20 7628 3982645.68
20 7656 4279548.04
20 7671 4125271.81
20 7683 4270545.4
20 7700 4274392.8
20 7704 4131909.2
20 7713 3844417.68
20 7723 4248654.1
20 7725 3982645.68
20 7738 4279548.04
20 7744 4125271.81
20 7748 4270545.4
20 7807 4274392.8
20 7814 4131909.2
20 7842 3844417.68
20 7870 4248654.1
20 7878 3982645.68
20 7906 4279548.04
20 7921 4125271.81
20 7932 4270545.4
20 7933 4270545.4
20 7934 4270545.4
20 7935 4270545.4
20 7936 4270545.4
20 7937 4270545.4
20 7938 4270545.4
20 7939 4270545.4
20 7940 4270545.4
20 7941 4270545.4
20 7942 4270545.4
20 7943 4270545.4
20 7944 4270545.4
20 7945 4270545.4
20 7946 4270545.4
20 7947 4270545.4
20 7948 4270545.4
20 7949 4270545.4
20 7950 4270545.4
20 7951 4270545.4
20 7952 4270545.4
20 7953 4270545.4
20 7954 4270545.4
20 7955 4270545.4
20 7956 4270545.4
20 7957 4270545.4
20 7958 4270545.4
20 7959 4270545.4
20 7960 4270545.4
20 7961 4270545.4
20 7962 4270545.4
20 7963 4270545.4
20 7964 4270545.4
20 7965 4270545.4
20 7966 4270545.4
20 7967 4270545.4
20 7968 4270545.4
20 7969 4270545.4
20 7970 4270545.4
20 7971 4270545.4
20 7972 4270545.4
20 7973 4270545.4
20 7974 4270545.4
20 7975 4270545.4
20 7976 4270545.4
20 7977 4270545.4
20 7978 4270545.4
20 7979 4270545.4
20 7980 4270545.4
20 7981 4270545.4
20 7982 4270545.4
20 7983 4270545.4
20 7984 4270545.4
20 7985 4270545.4
20 7986 4270545.4
20 7987 4270545.4
20 7988 4270545.4
20 7989 4270545.4
20 7990 4264474.89
20 7991 4270545.4
20 7992 4270545.4
20 7993 4270545.4
20 7994 4270545.4
20 7995 4270545.4
20 7996 4270545.4
20 7997 4121991.29
20 7998 4270545.4
20 7999 4270545.4
20 8000 4270545.4
20 8001 4270545.4
20 8002 4270545.4
20 8003 4270545.4
20 8004 4270545.4
20 8005 4270545.4
20 8006 4270545.4
20 8007 4270545.4
20 8008 4270545.4
20 8009 4270545.4
20 8010 4270545.4
20 8011 4270545.4
20 8012 4270545.4
20 8013 4270545.4
20 8014 4270545.4
20 8015 4270545.4
20 8016 4270545.4
20 8017 4270545.4
20 8018 4270545.4
20 8019 4270545.4
20 8020 4270545.4
20 8021 4270545.4
20 8022 4270545.4
20 8023 4270545.4
20 8024 4270545.4
20 8025 3834499.78
20 8026 4270545.4
20 8027 4270545.4
20 8028 4270545.4
20 8029 4270545.4
20 8030 4270545.4
20 8031 4270545.4
20 8032 4270545.4
20 8033 4270545.4
20 8034 4270545.4
20 8035 4270545.4
20 8036 4270545.4
20 8037 4270545.4
20 8038 4270545.4
20 8039 4270545.4
20 8040 4270545.4
20 8041 4270545.4
20 8042 4270545.4
20 8043 4270545.4
20 8044 4270545.4
20 8045 4270545.4
20 8046 4270545.4
20 8047 4270545.4
20 8048 4270545.4
20 8049 4270545.4
20 8050 4270545.4
20 8051 4270545.4
20 8052 4270545.4
20 8053 4238736.19
20 8054 4270545.4
20 8055 4270545.4
20 8056 4270545.4
20 8057 4270545.4
20 8058 4270545.4
20 8059 4270545.4
20 8060 4270545.4
20 8061 3972727.78
20 8062 4270545.4
20 8063 4270545.4
20 8064 4270545.4
20 8065 4270545.4
20 8066 4270545.4
20 8067 4270545.4
20 8068 4270545.4
20 8069 4270545.4
20 8070 4270545.4
20 8071 4270545.4
20 8072 4270545.4
20 8073 4270545.4
20 8074 4270545.4
20 8075 4270545.4
20 8076 4270545.4
20 8077 4270545.4
20 8078 4270545.4
20 8079 4270545.4
20 8080 4270545.4
20 8081 4270545.4
20 8082 4270545.4
20 8083 4270545.4
20 8084 4270545.4
20 8085 4270545.4
20 8086 4270545.4
20 8087 4270545.4
20 8088 4270545.4
20 8089 4269630.14
20 8090 4270545.4
20 8091 4270545.4
20 8092 4270545.4
20 8093 4270545.4
20 8094 4270545.4
20 8095 4270545.4
20 8096 4270545.4
20 8097 4270545.4
20 8098 4270545.4
20 8099 4270545.4
20 8100 4270545.4
20 8101 4270545.4
20 8102 4270545.4
20 8103 4270545.4
20 8104 4115353.9
20 8105 4270545.4
20 8106 4270545.4
20 8107 4270545.4
20 8108 4270545.4
20 8109 4270545.4
20 8110 4270545.4
20 8111 4270545.4
20 8112 4270545.4
20 8113 4270545.4
20 8114 4270545.4
20 8131 4274392.8
20 8135 4131909.2
20 8144 3844417.68
20 8154 4248654.1
20 8156 3982645.68
20 8169 4279548.04
20 8175 4125271.81
20 8195 4274392.8
20 8199 4131909.2
20 8208 3844417.68
20 8218 4248654.1
20 8220 3982645.68
20 8233 4279548.04
20 8239 4125271.81
20 8298 4274392.8
20 8305 4131909.2
20 8333 3844417.68
20 8361 4248654.1
20 8369 3982645.68
20 8397 4279548.04
20 8412 4125271.81
20 8438 4274392.8
20 8442 4131909.2
20 8451 3844417.68
20 8461 4248654.1
20 8463 3982645.68
20 8476 4279548.04
20 8482 4125271.81
20 8539 4274392.8
20 8546 4131909.2
20 8574 3844417.68
20 8602 4248654.1
20 8610 3982645.68
20 8638 4279548.04
20 8653 4125271.81
20 8678 4274392.8
20 8682 4131909.2
20 8691 3844417.68
20 8701 4248654.1
20 8703 3982645.68
20 8716 4279548.04
20 8722 4125271.81
20 8740 4274392.8
20 8744 4131909.2
20 8753 3844417.68
20 8763 4248654.1
20 8765 3982645.68
20 8778 4279548.04
20 8784 4125271.81
20 8802 4274392.8
20 8806 4131909.2
20 8815 3844417.68
20 8825 4248654.1
20 8827 3982645.68
20 8840 4279548.04
20 8846 4125271.81
20 8899 4274392.8
20 8906 4131909.2
20 8934 3844417.68
20 8962 4248654.1
20 8970 3982645.68
20 8998 4279548.04
20 9013 4125271.81
20 9072 4274392.8
20 9079 4131909.2
20 9107 3844417.68
20 9135 4248654.1
20 9143 3982645.68
20 9171 4279548.04
20 9186 4125271.81
20 9209 4274392.8
20 9213 4131909.2
20 9222 3844417.68
20 9232 4248654.1
20 9234 3982645.68
20 9247 4279548.04
20 9253 4125271.81
20 9269 4274392.8
20 9273 4131909.2
20 9282 3844417.68
20 9292 4248654.1
20 9294 3982645.68
20 9307 4279548.04
20 9313 4125271.81
20 9362 4274392.8
20 9369 4131909.2
20 9397 3844417.68
20 9425 4248654.1
20 9433 3982645.68
20 9461 4279548.04
20 9476 4125271.81
20 9498 4274392.8
20 9502 4131909.2
20 9511 3844417.68
20 9521 4248654.1
20 9523 3982645.68
20 9536 4279548.04
20 9542 4125271.81
20 9557 4274392.8
20 9561 4131909.2
20 9570 3844417.68
20 9580 4248654.1
20 9582 3982645.68
20 9595 4279548.04
20 9601 4125271.81
20 9616 4274392.8
20 9620 4131909.2
20 9629 3844417.68
20 9639 4248654.1
20 9641 3982645.68
20 9654 4279548.04
20 9660 4125271.81
20 9705 4274392.8
20 9712 4131909.2
20 9740 3844417.68
20 9768 4248654.1
20 9776 3982645.68
20 9804 4279548.04
20 9819 4125271.81
20 9840 4274392.8
20 9844 4131909.2
20 9853 3844417.68
20 9863 4248654.1
20 9865 3982645.68
20 9878 4279548.04
20 9884 4125271.81
20 9927 4274392.8
20 9934 4131909.2
20 9962 3844417.68
20 9990 4248654.1
20 9998 3982645.68
20 10026 4279548.04
20 10041 4125271.81
20 10061 4274392.8
20 10065 4131909.2
20 10074 3844417.68
20 10084 4248654.1
20 10086 3982645.68
20 10099 4279548.04
20 10105 4125271.81
20 10118 4274392.8
20 10122 4131909.2
20 10131 3844417.68
20 10141 4248654.1
20 10143 3982645.68
20 10156 4279548.04
20 10162 4125271.81
20 10175 4274392.8
20 10179 4131909.2
20 10188 3844417.68
20 10198 4248654.1
20 10200 3982645.68
20 10213 4279548.04
20 10219 4125271.81
20 10232 4274392.8
20 10236 4131909.2
20 10245 3844417.68
20 10255 4248654.1
20 10257 3982645.68
20 10270 4279548.04
20 10276 4125271.81
20 10289 4274392.8
20 10293 4131909.2
20 10302 3844417.68
20 10312 4248654.1
20 10314 3982645.68
20 10327 4279548.04
20 10333 4125271.81
20 10370 4274392.8
20 10377 4131909.2
20 10405 3844417.68
20 10433 4248654.1
20 10441 3982645.68
20 10469 4279548.04
20 10484 4125271.81
20 10503 4274392.8
20 10507 4131909.2
20 10516 3844417.68
20 10526 4248654.1
20 10528 3982645.68
20 10541 4279548.04
20 10547 4125271.81
20 10559 4274392.8
20 10563 4131909.2
20 10572 3844417.68
20 10582 4248654.1
20 10584 3982645.68
20 10597 4279548.04
20 10603 4125271.81
20 10615 4274392.8
20 10619 4131909.2
20 10628 3844417.68
20 10638 4248654.1
20 10640 3982645.68
20 10653 4279548.04
20 10659 4125271.81
20 10692 4274392.8
20 10699 4131909.2
20 10727 3844417.68
20 10755 4248654.1
20 10763 3982645.68
20 10791 4279548.04
20 10806 4125271.81
20 10824 4274392.8
20 10828 4131909.2
20 10837 3844417.68
20 10847 4248654.1
20 10849 3982645.68
20 10862 4279548.04
20 10868 4125271.81
20 10879 4274392.8
20 10883 4131909.2
20 10892 3844417.68
20 10902 4248654.1
20 10904 3982645.68
20 10917 4279548.04
20 10923 4125271.81
20 10953 4274392.8
20 10960 4131909.2
20 10988 3844417.68
20 11016 4248654.1
20 11024 3982645.68
20 11052 4279548.04
20 11067 4125271.81
20 11084 4274392.8
20 11088 4131909.2
20 11097 3844417.68
20 11107 4248654.1
20 11109 3982645.68
20 11122 4279548.04
20 11128 4125271.81
20 11138 4274392.8
20 11142 4131909.2
20 11151 3844417.68
20 11161 4248654.1
20 11163 3982645.68
20 11176 4279548.04
20 11182 4125271.81
20 11192 4274392.8
20 11196 4131909.2
20 11205 3844417.68
20 11215 4248654.1
20 11217 3982645.68
20 11230 4279548.04
20 11236 4125271.81
20 11246 4274392.8
20 11250 4131909.2
20 11259 3844417.68
20 11269 4248654.1
20 11271 3982645.68
20 11284 4279548.04
20 11290 4125271.81
20 11300 4274392.8
20 11304 4131909.2
20 11313 3844417.68
20 11323 4248654.1
20 11325 3982645.68
20 11338 4279548.04
20 11344 4125271.81
20 11368 4274392.8
20 11375 4131909.2
20 11403 3844417.68
20 11431 4248654.1
20 11439 3982645.68
20 11466 4279548.04
20 11481 4125271.81
20 11511 4274392.8
20 11518 4131909.2
20 11546 3844417.68
20 11574 4248654.1
20 11582 3982645.68
20 11610 4279548.04
20 11625 4125271.81
20 11640 4274392.8
20 11644 4131909.2
20 11653 3844417.68
20 11663 4248654.1
20 11665 3982645.68
20 11678 4279548.04
20 11684 4125271.81
20 11692 4274392.8
20 11696 4131909.2
20 11705 3844417.68
20 11715 4248654.1
20 11717 3982645.68
20 11730 4279548.04
20 11736 4125271.81
20 11744 4274392.8
20 11748 4131909.2
20 11757 3844417.68
20 11767 4248654.1
20 11769 3982645.68
20 11782 4279548.04
20 11788 4125271.81
20 11796 4274392.8
20 11800 4131909.2
20 11809 3844417.68
20 11819 4248654.1
20 11821 3982645.68
20 11834 4279548.04
20 11840 4125271.81
20 11848 4274392.8
20 11852 4131909.2
20 11861 3844417.68
20 11871 4248654.1
20 11873 3982645.68
20 11886 4279548.04
20 11892 4125271.81
20 11900 4274392.8
20 11904 4131909.2
20 11913 3844417.68
20 11923 4248654.1
20 11925 3982645.68
20 11938 4279548.04
20 11944 4125271.81
20 11952 4274392.8
20 11956 4131909.2
20 11965 3844417.68
20 11975 4248654.1
20 11977 3982645.68
20 11990 4279548.04
20 11996 4125271.81
20 12011 4274392.8
20 12018 4131909.2
20 12046 3844417.68
20 12074 4248654.1
20 12082 3982645.68
20 12110 4279548.04
20 12125 4125271.81
20 12139 4274392.8
20 12143 4131909.2
20 12152 3844417.68
20 12162 4248654.1
20 12164 3982645.68
20 12177 4279548.04
20 12183 4125271.81
20 12190 4274392.8
20 12194 4131909.2
20 12203 3844417.68
20 12213 4248654.1
20 12215 3982645.68
20 12228 4279548.04
20 12234 4125271.81
20 12246 4274392.8
20 12253 4131909.2
20 12281 3844417.68
20 12309 4248654.1
20 12317 3982645.68
20 12345 4279548.04
20 12360 4125271.81
20 12373 4274392.8
20 12377 4131909.2
20 12386 3844417.68
20 12396 4248654.1
20 12398 3982645.68
20 12411 4279548.04
20 12417 4125271.81
20 12423 4274392.8
20 12427 4131909.2
20 12436 3844417.68
20 12446 4248654.1
20 12448 3982645.68
20 12461 4279548.04
20 12467 4125271.81
20 12473 4274392.8
20 12477 4131909.2
20 12486 3844417.68
20 12496 4248654.1
20 12498 3982645.68
20 12511 4279548.04
20 12517 4125271.81
20 12523 4274392.8
20 12527 4131909.2
20 12536 3844417.68
20 12546 4248654.1
20 12548 3982645.68
20 12561 4279548.04
20 12567 4125271.81
20 12574 4274392.8
20 12581 4131909.2
20 12609 3844417.68
20 12637 4248654.1
20 12645 3982645.68
20 12673 4279548.04
20 12688 4125271.81
20 12701 4274392.8
20 12708 4131909.2
20 12736 3844417.68
20 12764 4248654.1
20 12772 3982645.68
20 12800 4279548.04
20 12815 4125271.81
20 12826 4274392.8
20 12830 4131909.2
20 12839 3844417.68
20 12849 4248654.1
20 12851 3982645.68
20 12864 4279548.04
20 12870 4125271.81
20 12874 4274392.8
20 12878 4131909.2
20 12887 3844417.68
20 12897 4248654.1
20 12899 3982645.68
20 12912 4279548.04
20 12918 4125271.81
20 12922 4274392.8
20 12923 4274392.8
20 12924 4274392.8
20 12925 4274392.8
20 12926 4274392.8
20 12927 4274392.8
20 12928 4125382.02
20 12929 4274392.8
20 12930 4274392.8
20 12931 4274392.8
20 12932 4274392.8
20 12933 4274392.8
20 12934 4274392.8
20 12935 4274392.8
20 12936 4274392.8
20 12937 4274392.8
20 12938 4274392.8
20 12939 4274392.8
20 12940 4274392.8
20 12941 4274392.8
20 12942 4274392.8
20 12943 4274392.8
20 12944 4274392.8
20 12945 4274392.8
20 12946 4274392.8
20 12947 4274392.8
20 12948 4274392.8
20 12949 4274392.8
20 12950 4274392.8
20 12951 4274392.8
20 12952 4274392.8
20 12953 4274392.8
20 12954 4274392.8
20 12955 4274392.8
20 12956 3840360.68
20 12957 4274392.8
20 12958 4274392.8
20 12959 4274392.8
20 12960 4274392.8
20 12961 4274392.8
20 12962 4274392.8
20 12963 4274392.8
20 12964 4274392.8
20 12965 4274392.8
20 12966 4274392.8
20 12967 4274392.8
20 12968 4274392.8
20 12969 4274392.8
20 12970 4274392.8
20 12971 4274392.8
20 12972 4274392.8
20 12973 4274392.8
20 12974 4274392.8
20 12975 4274392.8
20 12976 4274392.8
20 12977 4274392.8
20 12978 4274392.8
20 12979 4274392.8
20 12980 4274392.8
20 12981 4274392.8
20 12982 4274392.8
20 12983 4274392.8
20 12984 4244602.39
20 12985 4274392.8
20 12986 4274392.8
20 12987 4274392.8
20 12988 4274392.8
20 12989 4274392.8
20 12990 4274392.8
20 12991 4274392.8
20 12992 3976113.21
20 12993 4274392.8
20 12994 4274392.8
20 12995 4274392.8
20 12996 4274392.8
20 12997 4274392.8
20 12998 4274392.8
20 12999 4274392.8
20 13000 4274392.8
20 13001 4274392.8
20 13002 4274392.8
20 13003 4274392.8
20 13004 4274392.8
20 13005 4274392.8
20 13006 4274392.8
20 13007 4274392.8
20 13008 4274392.8
20 13009 4274392.8
20 13010 4274392.8
20 13011 4274392.8
20 13012 4274392.8
20 13013 4274392.8
20 13014 4274392.8
20 13015 4274392.8
20 13016 4274392.8
20 13017 4274392.8
20 13018 4274392.8
20 13019 4274392.8
20 13020 4274392.8
20 13021 4274392.8
20 13022 4274392.8
20 13023 4274392.8
20 13024 4274392.8
20 13025 4274392.8
20 13026 4274392.8
20 13027 4274392.8
20 13028 4274392.8
20 13029 4274392.8
20 13030 4274392.8
20 13031 4274392.8
20 13032 4274392.8
20 13033 4274392.8
20 13034 4274392.8
20 13035 4118744.62
20 13036 4274392.8
20 13037 4274392.8
20 13038 4274392.8
20 13039 4274392.8
20 13040 4274392.8
20 13041 4274392.8
20 13042 4274392.8
20 13043 4274392.8
20 13044 4274392.8
20 13045 4274392.8
20 13051 4131909.2
20 13079 3844417.68
20 13107 4248654.1
20 13115 3982645.68
20 13143 4279548.04
20 13158 4125271.81
20 13171 4131909.2
20 13180 3844417.68
20 13190 4248654.1
20 13192 3982645.68
20 13205 4279548.04
20 13211 4125271.81
20 13217 4131909.2
20 13226 3844417.68
20 13236 4248654.1
20 13238 3982645.68
20 13251 4279548.04
20 13257 4125271.81
20 13263 4131909.2
20 13291 3844417.68
20 13319 4248654.1
20 13326 3982645.68
20 13354 4279548.04
20 13369 4125271.81
20 13381 4131909.2
20 13390 3844417.68
20 13400 4248654.1
20 13402 3982645.68
20 13415 4279548.04
20 13421 4125271.81
20 13425 4131909.2
20 13453 3844417.68
20 13481 4248654.1
20 13489 3982645.68
20 13517 4279548.04
20 13532 4125271.81
20 13543 4131909.2
20 13544 4131909.2
20 13545 4131909.2
20 13546 4131909.2
20 13547 4131909.2
20 13548 4131909.2
20 13549 4131909.2
20 13550 4131909.2
20 13551 4131909.2
20 13552 4131909.2
20 13553 4131909.2
20 13554 4131909.2
20 13555 4131909.2
20 13556 4131909.2
20 13557 4131909.2
20 13558 4131909.2
20 13559 4131909.2
20 13560 4131909.2
20 13561 4131909.2
20 13562 4131909.2
20 13563 4131909.2
20 13564 4131909.2
20 13565 4131909.2
20 13566 4131909.2
20 13567 4131909.2
20 13568 4131909.2
20 13569 4131909.2
20 13570 3695863.58
20 13571 4131909.2
20 13572 4131909.2
20 13573 4131909.2
20 13574 4131909.2
20 13575 4131909.2
20 13576 4131909.2
20 13577 4131909.2
20 13578 4131909.2
20 13579 4131909.2
20 13580 4131909.2
20 13581 4131909.2
20 13582 4131909.2
20 13583 4131909.2
20 13584 4131909.2
20 13585 4131909.2
20 13586 4131909.2
20 13587 4131909.2
20 13588 4131909.2
20 13589 4131909.2
20 13590 4131909.2
20 13591 4131909.2
20 13592 4131909.2
20 13593 4131909.2
20 13594 4131909.2
20 13595 4131909.2
20 13596 4131909.2
20 13597 4131909.2
20 13598 4131909.2
20 13599 4131909.2
20 13600 4131909.2
20 13601 4131909.2
20 13602 4131909.2
20 13603 4131909.2
20 13604 4131909.2
20 13605 4131909.2
20 13606 3834091.58
20 13607 4131909.2
20 13608 4131909.2
20 13609 4131909.2
20 13610 4131909.2
20 13611 4131909.2
20 13612 4131909.2
20 13613 4131909.2
20 13614 4131909.2
20 13615 4131909.2
20 13616 4131909.2
20 13617 4131909.2
20 13618 4131909.2
20 13619 4131909.2
20 13620 4131909.2
20 13621 4131909.2
20 13622 4131909.2
20 13623 4131909.2
20 13624 4131909.2
20 13625 4131909.2
20 13626 4131909.2
20 13627 4131909.2
20 13628 4131909.2
20 13629 4131909.2
20 13630 4131909.2
20 13631 4131909.2
20 13632 4131909.2
20 13633 4131909.2
20 13634 4130581.68
20 13635 4131909.2
20 13636 4131909.2
20 13637 4131909.2
20 13638 4131909.2
20 13639 4131909.2
20 13640 4131909.2
20 13641 4131909.2
20 13642 4131909.2
20 13643 4131909.2
20 13644 4131909.2
20 13645 4131909.2
20 13646 4131909.2
20 13647 4131909.2
20 13648 4131909.2
20 13649 4125271.81
20 13650 4131909.2
20 13651 4131909.2
20 13652 4131909.2
20 13653 4131909.2
20 13654 4131909.2
20 13655 4131909.2
20 13656 4131909.2
20 13657 4131909.2
20 13658 4131909.2
20 13659 4131909.2
20 13686 3844417.68
20 13714 4248654.1
20 13722 3982645.68
20 13750 4279548.04
20 13765 4125271.81
20 13783 3844417.68
20 13793 4248654.1
20 13795 3982645.68
20 13808 4279548.04
20 13814 4125271.81
20 13825 3844417.68
20 13835 4248654.1
20 13837 3982645.68
20 13850 4279548.04
20 13856 4125271.81
20 13883 3844417.68
20 13911 4248654.1
20 13919 3982645.68
20 13947 4279548.04
20 13962 4125271.81
20 13995 3844417.68
20 14023 4248654.1
20 14031 3982645.68
20 14059 4279548.04
20 14074 4125271.81
20 14106 3844417.68
20 14134 4248654.1
20 14142 3982645.68
20 14170 4279548.04
20 14185 4125271.81
20 14216 3844417.68
20 14244 4248654.1
20 14252 3982645.68
20 14280 4279548.04
20 14295 4125271.81
20 14309 3844417.68
20 14319 4248654.1
20 14321 3982645.68
20 14334 4279548.04
20 14340 4125271.81
20 14362 3844417.68
20 14390 4248654.1
20 14398 3982645.68
20 14426 4279548.04
20 14441 4125271.81
20 14454 3844417.68
20 14464 4248654.1
20 14466 3982645.68
20 14479 4279548.04
20 14485 4125271.81
20 14491 3844417.68
20 14501 4248654.1
20 14503 3982645.68
20 14516 4279548.04
20 14522 4125271.81
20 14528 3844417.68
20 14538 4248654.1
20 14540 3982645.68
20 14553 4279548.04
20 14559 4125271.81
20 14565 3844417.68
20 14575 4248654.1
20 14577 3982645.68
20 14590 4279548.04
20 14596 4125271.81
20 14602 3844417.68
20 14612 4248654.1
20 14614 3982645.68
20 14627 4279548.04
20 14633 4125271.81
20 14639 3844417.68
20 14649 4248654.1
20 14651 3982645.68
20 14664 4279548.04
20 14670 4125271.81
20 14676 3844417.68
20 14686 4248654.1
20 14688 3982645.68
20 14701 4279548.04
20 14707 4125271.81
20 14713 3844417.68
20 14723 4248654.1
20 14725 3982645.68
20 14738 4279548.04
20 14744 4125271.81
20 14750 3844417.68
20 14760 4248654.1
20 14762 3982645.68
20 14775 4279548.04
20 14781 4125271.81
20 14787 3844417.68
20 14797 4248654.1
20 14799 3982645.68
20 14812 4279548.04
20 14818 4125271.81
20 14824 3844417.68
20 14834 4248654.1
20 14836 3982645.68
20 14849 4279548.04
20 14855 4125271.81
20 14861 3844417.68
20 14871 4248654.1
20 14873 3982645.68
20 14886 4279548.04
20 14892 4125271.81
20 14898 3844417.68
20 14908 4248654.1
20 14910 3982645.68
20 14923 4279548.04
20 14929 4125271.81
20 14935 3844417.68
20 14945 4248654.1
20 14947 3982645.68
20 14960 4279548.04
20 14966 4125271.81
20 14972 3844417.68
20 14982 4248654.1
20 14984 3982645.68
20 14997 4279548.04
20 15003 4125271.81
20 15009 3844417.68
20 15037 4248654.1
20 15045 3982645.68
20 15073 4279548.04
20 15088 4125271.81
20 15100 3844417.68
20 15128 4248654.1
20 15135 3982645.68
20 15163 4279548.04
20 15178 4125271.81
20 15189 3844417.68
20 15199 4248654.1
20 15201 3982645.68
20 15214 4279548.04
20 15220 4125271.81
20 15224 3844417.68
20 15225 3844417.68
20 15226 3844417.68
20 15227 3844417.68
20 15228 3844417.68
20 15229 3844417.68
20 15230 3844417.68
20 15231 3844417.68
20 15232 3844417.68
20 15233 3844417.68
20 15234 3844417.68
20 15235 3844417.68
20 15236 3844417.68
20 15237 3844417.68
20 15238 3844417.68
20 15239 3844417.68
20 15240 3844417.68
20 15241 3844417.68
20 15242 3844417.68
20 15243 3844417.68
20 15244 3844417.68
20 15245 3844417.68
20 15246 3844417.68
20 15247 3844417.68
20 15248 3844417.68
20 15249 3844417.68
20 15250 3844417.68
20 15251 3812608.48
20 15252 3844417.68
20 15253 3844417.68
20 15254 3844417.68
20 15255 3844417.68
20 15256 3844417.68
20 15257 3844417.68
20 15258 3844417.68
20 15259 3844417.68
20 15260 3844417.68
20 15261 3844417.68
20 15262 3844417.68
20 15263 3844417.68
20 15264 3844417.68
20 15265 3844417.68
20 15266 3844417.68
20 15267 3844417.68
20 15268 3844417.68
20 15269 3844417.68
20 15270 3844417.68
20 15271 3844417.68
20 15272 3844417.68
20 15273 3844417.68
20 15274 3844417.68
20 15275 3844417.68
20 15276 3844417.68
20 15277 3844417.68
20 15278 3844417.68
20 15279 3844417.68
20 15280 3844417.68
20 15281 3844417.68
20 15282 3844417.68
20 15283 3844417.68
20 15284 3844417.68
20 15285 3844417.68
20 15286 3844417.68
20 15287 3843502.43
20 15288 3844417.68
20 15289 3844417.68
20 15290 3844417.68
20 15291 3844417.68
20 15292 3844417.68
20 15293 3844417.68
20 15294 3844417.68
20 15295 3844417.68
20 15296 3844417.68
20 15297 3844417.68
20 15298 3844417.68
20 15299 3844417.68
20 15300 3844417.68
20 15301 3844417.68
20 15302 3689226.19
20 15303 3844417.68
20 15304 3844417.68
20 15305 3844417.68
20 15306 3844417.68
20 15307 3844417.68
20 15308 3844417.68
20 15309 3844417.68
20 15310 3844417.68
20 15311 3844417.68
20 15312 3844417.68
20 15339 4248654.1
20 15347 3982645.68
20 15375 4279548.04
20 15390 4125271.81
20 15426 4248654.1
20 15434 3982645.68
20 15462 4279548.04
20 15477 4125271.81
20 15495 4248654.1
20 15497 3982645.68
20 15510 4279548.04
20 15516 4125271.81
20 15527 4248654.1
20 15529 3982645.68
20 15542 4279548.04
20 15548 4125271.81
20 15559 4248654.1
20 15561 3982645.68
20 15574 4279548.04
20 15580 4125271.81
20 15591 4248654.1
20 15593 3982645.68
20 15606 4279548.04
20 15612 4125271.81
20 15636 4248654.1
20 15644 3982645.68
20 15672 4279548.04
20 15687 4125271.81
20 15704 4248654.1
20 15706 3982645.68
20 15719 4279548.04
20 15725 4125271.81
20 15747 4248654.1
20 15755 3982645.68
20 15783 4279548.04
20 15798 4125271.81
20 15826 4248654.1
20 15834 3982645.68
20 15862 4279548.04
20 15877 4125271.81
20 15904 4248654.1
20 15912 3982645.68
20 15940 4279548.04
20 15955 4125271.81
20 15969 4248654.1
20 15971 3982645.68
20 15984 4279548.04
20 15990 4125271.81
20 15997 4248654.1
20 15999 3982645.68
20 16012 4279548.04
20 16018 4125271.81
20 16025 4248654.1
20 16027 3982645.68
20 16040 4279548.04
20 16046 4125271.81
20 16053 4248654.1
20 16055 3982645.68
20 16068 4279548.04
20 16074 4125271.81
20 16089 4248654.1
20 16097 3982645.68
20 16125 4279548.04
20 16139 4125271.81
20 16152 4248654.1
20 16154 3982645.68
20 16167 4279548.04
20 16173 4125271.81
20 16179 4248654.1
20 16181 3982645.68
20 16194 4279548.04
20 16200 4125271.81
20 16206 4248654.1
20 16208 3982645.68
20 16221 4279548.04
20 16227 4125271.81
20 16233 4248654.1
20 16235 3982645.68
20 16248 4279548.04
20 16254 4125271.81
20 16260 4248654.1
20 16262 3982645.68
20 16275 4279548.04
20 16281 4125271.81
20 16290 4248654.1
20 16298 3982645.68
20 16326 4279548.04
20 16341 4125271.81
20 16356 4248654.1
20 16364 3982645.68
20 16392 4279548.04
20 16407 4125271.81
20 16418 4248654.1
20 16420 3982645.68
20 16433 4279548.04
20 16439 4125271.81
20 16443 4248654.1
20 16445 3982645.68
20 16458 4279548.04
20 16464 4125271.81
20 16468 4248654.1
20 16470 3982645.68
20 16483 4279548.04
20 16489 4125271.81
20 16493 4248654.1
20 16495 3982645.68
20 16508 4279548.04
20 16514 4125271.81
20 16518 4248654.1
20 16519 4248654.1
20 16520 4248654.1
20 16521 4248654.1
20 16522 4248654.1
20 16523 4248654.1
20 16524 4248654.1
20 16525 3950836.48
20 16526 4248654.1
20 16527 4248654.1
20 16528 4248654.1
20 16529 4248654.1
20 16530 4248654.1
20 16531 4248654.1
20 16532 4248654.1
20 16533 4248654.1
