#1615
#1615
# what-if time: 247.49099230766296
# cost_requests: 394317	cache_hits: 342140
data;

set QUERIES :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99;

param a :=
1194 1279320064 # ['ss_item_sk', 'ss_wholesale_cost']
1195 1279320064 # ['ss_list_price', 'ss_customer_sk']
1196 1279320064 # ['ss_list_price', 'ss_item_sk']
1197 1279320064 # ['ss_list_price', 'ss_sold_date_sk']
1198 1279320064 # ['ss_list_price', 'ss_ticket_number']
1199 1279320064 # ['ss_net_paid', 'ss_customer_sk']
1200 1279320064 # ['ss_net_paid', 'ss_item_sk']
1201 1279320064 # ['ss_net_paid', 'ss_sold_date_sk']
1202 1279320064 # ['ss_net_paid', 'ss_ticket_number']
1203 1279320064 # ['ss_net_paid_inc_tax', 'ss_customer_sk']
1204 1279320064 # ['ss_net_paid_inc_tax', 'ss_item_sk']
1205 1279320064 # ['ss_net_paid_inc_tax', 'ss_sold_date_sk']
1206 1279320064 # ['ss_net_paid_inc_tax', 'ss_ticket_number']
1207 1279320064 # ['ss_net_profit', 'ss_customer_sk']
1208 1279320064 # ['ss_net_profit', 'ss_item_sk']
1209 1279320064 # ['ss_net_profit', 'ss_sold_date_sk']
1210 1279320064 # ['ss_net_profit', 'ss_ticket_number']
1211 1204068352 # ['ss_promo_sk', 'ss_customer_sk']
1212 1204068352 # ['ss_promo_sk', 'ss_item_sk']
1213 1204068352 # ['ss_promo_sk', 'ss_sold_date_sk']
1214 1204068352 # ['ss_promo_sk', 'ss_ticket_number']
1215 1204068352 # ['ss_quantity', 'ss_addr_sk']
1216 1204068352 # ['ss_quantity', 'ss_cdemo_sk']
1217 1166434304 # ['ss_quantity', 'ss_coupon_amt']
1218 1204068352 # ['ss_quantity', 'ss_customer_sk']
1219 1166434304 # ['ss_quantity', 'ss_ext_discount_amt']
1220 1316945920 # ['ss_quantity', 'ss_ext_list_price']
1221 1279320064 # ['ss_quantity', 'ss_ext_sales_price']
1222 1279320064 # ['ss_quantity', 'ss_ext_tax']
1223 1279320064 # ['ss_quantity', 'ss_ext_wholesale_cost']
1224 1204068352 # ['ss_quantity', 'ss_hdemo_sk']
1225 1204068352 # ['ss_quantity', 'ss_item_sk']
1226 1279320064 # ['ss_quantity', 'ss_list_price']
1227 1279320064 # ['ss_quantity', 'ss_net_paid']
1228 1279320064 # ['ss_quantity', 'ss_net_paid_inc_tax']
1229 1279320064 # ['ss_quantity', 'ss_net_profit']
1230 1204068352 # ['ss_quantity', 'ss_promo_sk']
1231 1279320064 # ['ss_quantity', 'ss_sales_price']
1232 1204068352 # ['ss_quantity', 'ss_sold_date_sk']
1233 1204068352 # ['ss_quantity', 'ss_sold_time_sk']
1234 1204068352 # ['ss_quantity', 'ss_store_sk']
1235 1204068352 # ['ss_quantity', 'ss_ticket_number']
1236 1279320064 # ['ss_quantity', 'ss_wholesale_cost']
1237 1279320064 # ['ss_sales_price', 'ss_customer_sk']
1238 1279320064 # ['ss_sales_price', 'ss_item_sk']
1239 1279320064 # ['ss_sales_price', 'ss_sold_date_sk']
1240 1279320064 # ['ss_sales_price', 'ss_ticket_number']
1241 1204068352 # ['ss_sold_date_sk', 'ss_addr_sk']
1242 1204068352 # ['ss_sold_date_sk', 'ss_cdemo_sk']
1243 1166434304 # ['ss_sold_date_sk', 'ss_coupon_amt']
1244 1204068352 # ['ss_sold_date_sk', 'ss_customer_sk']
1245 1166434304 # ['ss_sold_date_sk', 'ss_ext_discount_amt']
1246 1316945920 # ['ss_sold_date_sk', 'ss_ext_list_price']
1247 1279320064 # ['ss_sold_date_sk', 'ss_ext_sales_price']
1248 1279320064 # ['ss_sold_date_sk', 'ss_ext_tax']
1249 1279320064 # ['ss_sold_date_sk', 'ss_ext_wholesale_cost']
1250 1204068352 # ['ss_sold_date_sk', 'ss_hdemo_sk']
1251 1204068352 # ['ss_sold_date_sk', 'ss_item_sk']
1252 1279320064 # ['ss_sold_date_sk', 'ss_list_price']
1253 1279320064 # ['ss_sold_date_sk', 'ss_net_paid']
1254 1279320064 # ['ss_sold_date_sk', 'ss_net_paid_inc_tax']
1255 1279320064 # ['ss_sold_date_sk', 'ss_net_profit']
1256 1204068352 # ['ss_sold_date_sk', 'ss_promo_sk']
1257 1204068352 # ['ss_sold_date_sk', 'ss_quantity']
1258 1279320064 # ['ss_sold_date_sk', 'ss_sales_price']
1259 1204068352 # ['ss_sold_date_sk', 'ss_sold_time_sk']
1260 1204068352 # ['ss_sold_date_sk', 'ss_store_sk']
1261 1204068352 # ['ss_sold_date_sk', 'ss_ticket_number']
1262 1279320064 # ['ss_sold_date_sk', 'ss_wholesale_cost']
1263 1204068352 # ['ss_sold_time_sk', 'ss_customer_sk']
1264 1204068352 # ['ss_sold_time_sk', 'ss_item_sk']
1265 1204068352 # ['ss_sold_time_sk', 'ss_sold_date_sk']
1266 1204068352 # ['ss_sold_time_sk', 'ss_ticket_number']
1267 1204068352 # ['ss_store_sk', 'ss_customer_sk']
1268 1204068352 # ['ss_store_sk', 'ss_hdemo_sk']
1269 1204068352 # ['ss_store_sk', 'ss_item_sk']
1270 1204068352 # ['ss_store_sk', 'ss_sold_date_sk']
1271 1204068352 # ['ss_store_sk', 'ss_ticket_number']
1272 1204068352 # ['ss_ticket_number', 'ss_addr_sk']
1273 1204068352 # ['ss_ticket_number', 'ss_cdemo_sk']
1274 1166434304 # ['ss_ticket_number', 'ss_coupon_amt']
1275 1204068352 # ['ss_ticket_number', 'ss_customer_sk']
1276 1166434304 # ['ss_ticket_number', 'ss_ext_discount_amt']
1277 1316945920 # ['ss_ticket_number', 'ss_ext_list_price']
1278 1279320064 # ['ss_ticket_number', 'ss_ext_sales_price']
1279 1279320064 # ['ss_ticket_number', 'ss_ext_tax']
1280 1279320064 # ['ss_ticket_number', 'ss_ext_wholesale_cost']
1281 1204068352 # ['ss_ticket_number', 'ss_hdemo_sk']
1282 1204068352 # ['ss_ticket_number', 'ss_item_sk']
1283 1279320064 # ['ss_ticket_number', 'ss_list_price']
1284 1279320064 # ['ss_ticket_number', 'ss_net_paid']
1285 1279320064 # ['ss_ticket_number', 'ss_net_paid_inc_tax']
1286 1279320064 # ['ss_ticket_number', 'ss_net_profit']
1287 1204068352 # ['ss_ticket_number', 'ss_promo_sk']
1288 1204068352 # ['ss_ticket_number', 'ss_quantity']
1289 1279320064 # ['ss_ticket_number', 'ss_sales_price']
1290 1204068352 # ['ss_ticket_number', 'ss_sold_date_sk']
1291 1204068352 # ['ss_ticket_number', 'ss_sold_time_sk']
1292 1204068352 # ['ss_ticket_number', 'ss_store_sk']
1293 1279320064 # ['ss_ticket_number', 'ss_wholesale_cost']
1294 1279320064 # ['ss_wholesale_cost', 'ss_customer_sk']
1295 1279320064 # ['ss_wholesale_cost', 'ss_item_sk']
1296 1279320064 # ['ss_wholesale_cost', 'ss_sold_date_sk']
1297 1279320064 # ['ss_wholesale_cost', 'ss_ticket_number']
1298 5529600 # ['t_hour', 't_meal_time']
1299 3604480 # ['t_hour', 't_minute']
1300 3604480 # ['t_hour', 't_time']
1301 3604480 # ['t_hour', 't_time_sk']
1302 3604480 # ['t_time', 't_time_sk']
1303 3604480 # ['t_time_sk', 't_hour']
1304 5529600 # ['t_time_sk', 't_meal_time']
1305 3604480 # ['t_time_sk', 't_minute']
1306 3604480 # ['t_time_sk', 't_time']
1307 8192 # ['w_state', 'w_city']
1308 8192 # ['w_state', 'w_country']
1309 8192 # ['w_state', 'w_county']
1310 8192 # ['w_state', 'w_warehouse_name']
1311 8192 # ['w_state', 'w_warehouse_sk']
1312 8192 # ['w_state', 'w_warehouse_sq_ft']
1313 8192 # ['w_warehouse_name', 'w_city']
1314 8192 # ['w_warehouse_name', 'w_country']
1315 8192 # ['w_warehouse_name', 'w_county']
1316 8192 # ['w_warehouse_name', 'w_state']
1317 8192 # ['w_warehouse_name', 'w_warehouse_sk']
1318 8192 # ['w_warehouse_name', 'w_warehouse_sq_ft']
1319 8192 # ['web_site_sk', 'web_company_name']
1320 8192 # ['web_site_sk', 'web_name']
1321 8192 # ['web_site_sk', 'web_site_id']
1322 8192 # ['wp_char_count', 'wp_web_page_sk']
1323 8192 # ['wp_web_page_sk', 'wp_char_count']
1324 31940608 # ['wr_fee', 'wr_order_number']
1325 31940608 # ['wr_item_sk', 'wr_fee']
1326 31940608 # ['wr_item_sk', 'wr_net_loss']
1327 30064640 # ['wr_item_sk', 'wr_order_number']
1328 30064640 # ['wr_item_sk', 'wr_reason_sk']
1329 30064640 # ['wr_item_sk', 'wr_refunded_addr_sk']
1330 31940608 # ['wr_item_sk', 'wr_refunded_cash']
1331 30064640 # ['wr_item_sk', 'wr_refunded_cdemo_sk']
1332 31940608 # ['wr_item_sk', 'wr_return_amt']
1333 30064640 # ['wr_item_sk', 'wr_return_quantity']
1334 30064640 # ['wr_item_sk', 'wr_returned_date_sk']
1335 30064640 # ['wr_item_sk', 'wr_returning_addr_sk']
1336 30064640 # ['wr_item_sk', 'wr_returning_cdemo_sk']
1337 30064640 # ['wr_item_sk', 'wr_returning_customer_sk']
1338 30064640 # ['wr_item_sk', 'wr_web_page_sk']
1339 31940608 # ['wr_net_loss', 'wr_order_number']
1340 31940608 # ['wr_order_number', 'wr_fee']
1341 30064640 # ['wr_order_number', 'wr_item_sk']
1342 31940608 # ['wr_order_number', 'wr_net_loss']
1343 30064640 # ['wr_order_number', 'wr_reason_sk']
1344 30064640 # ['wr_order_number', 'wr_refunded_addr_sk']
1345 31940608 # ['wr_order_number', 'wr_refunded_cash']
1346 30064640 # ['wr_order_number', 'wr_refunded_cdemo_sk']
1347 31940608 # ['wr_order_number', 'wr_return_amt']
1348 30064640 # ['wr_order_number', 'wr_return_quantity']
1349 30064640 # ['wr_order_number', 'wr_returned_date_sk']
1350 30064640 # ['wr_order_number', 'wr_returning_addr_sk']
1351 30064640 # ['wr_order_number', 'wr_returning_cdemo_sk']
1352 30064640 # ['wr_order_number', 'wr_returning_customer_sk']
1353 30064640 # ['wr_order_number', 'wr_web_page_sk']
1354 30064640 # ['wr_reason_sk', 'wr_order_number']
1355 30064640 # ['wr_refunded_addr_sk', 'wr_order_number']
1356 31940608 # ['wr_refunded_cash', 'wr_order_number']
1357 30064640 # ['wr_refunded_cdemo_sk', 'wr_order_number']
1358 33816576 # ['wr_return_amt', 'wr_fee']
1359 31940608 # ['wr_return_amt', 'wr_item_sk']
1360 33816576 # ['wr_return_amt', 'wr_net_loss']
1361 31940608 # ['wr_return_amt', 'wr_order_number']
1362 31940608 # ['wr_return_amt', 'wr_reason_sk']
1363 31940608 # ['wr_return_amt', 'wr_refunded_addr_sk']
1364 33816576 # ['wr_return_amt', 'wr_refunded_cash']
1365 31940608 # ['wr_return_amt', 'wr_refunded_cdemo_sk']
1366 31940608 # ['wr_return_amt', 'wr_return_quantity']
1367 31940608 # ['wr_return_amt', 'wr_returned_date_sk']
1368 31940608 # ['wr_return_amt', 'wr_returning_addr_sk']
1369 31940608 # ['wr_return_amt', 'wr_returning_cdemo_sk']
1370 31940608 # ['wr_return_amt', 'wr_returning_customer_sk']
1371 31940608 # ['wr_return_amt', 'wr_web_page_sk']
1372 30064640 # ['wr_return_quantity', 'wr_order_number']
1373 31940608 # ['wr_returned_date_sk', 'wr_fee']
1374 30064640 # ['wr_returned_date_sk', 'wr_item_sk']
1375 31940608 # ['wr_returned_date_sk', 'wr_net_loss']
1376 30064640 # ['wr_returned_date_sk', 'wr_order_number']
1377 30064640 # ['wr_returned_date_sk', 'wr_reason_sk']
1378 30064640 # ['wr_returned_date_sk', 'wr_refunded_addr_sk']
1379 31940608 # ['wr_returned_date_sk', 'wr_refunded_cash']
1380 30064640 # ['wr_returned_date_sk', 'wr_refunded_cdemo_sk']
1381 31940608 # ['wr_returned_date_sk', 'wr_return_amt']
1382 30064640 # ['wr_returned_date_sk', 'wr_return_quantity']
1383 30064640 # ['wr_returned_date_sk', 'wr_returning_addr_sk']
1384 30064640 # ['wr_returned_date_sk', 'wr_returning_cdemo_sk']
1385 30064640 # ['wr_returned_date_sk', 'wr_returning_customer_sk']
1386 30064640 # ['wr_returned_date_sk', 'wr_web_page_sk']
1387 30064640 # ['wr_returning_addr_sk', 'wr_order_number']
1388 30064640 # ['wr_returning_cdemo_sk', 'wr_order_number']
1389 30064640 # ['wr_returning_customer_sk', 'wr_order_number']
1390 30064640 # ['wr_web_page_sk', 'wr_order_number']
1391 300867584 # ['ws_bill_addr_sk', 'ws_bill_customer_sk']
1392 300867584 # ['ws_bill_addr_sk', 'ws_item_sk']
1393 300867584 # ['ws_bill_addr_sk', 'ws_order_number']
1394 300867584 # ['ws_bill_addr_sk', 'ws_promo_sk']
1395 300867584 # ['ws_bill_addr_sk', 'ws_sold_date_sk']
1396 300867584 # ['ws_bill_customer_sk', 'ws_bill_addr_sk']
1397 319676416 # ['ws_bill_customer_sk', 'ws_ext_discount_amt']
1398 329072640 # ['ws_bill_customer_sk', 'ws_ext_list_price']
1399 319676416 # ['ws_bill_customer_sk', 'ws_ext_sales_price']
1400 319676416 # ['ws_bill_customer_sk', 'ws_ext_ship_cost']
1401 319676416 # ['ws_bill_customer_sk', 'ws_ext_wholesale_cost']
1402 300867584 # ['ws_bill_customer_sk', 'ws_item_sk']
1403 319676416 # ['ws_bill_customer_sk', 'ws_list_price']
1404 319676416 # ['ws_bill_customer_sk', 'ws_net_paid']
1405 329072640 # ['ws_bill_customer_sk', 'ws_net_paid_inc_ship']
1406 319676416 # ['ws_bill_customer_sk', 'ws_net_profit']
1407 300867584 # ['ws_bill_customer_sk', 'ws_order_number']
1408 300867584 # ['ws_bill_customer_sk', 'ws_promo_sk']
1409 300867584 # ['ws_bill_customer_sk', 'ws_quantity']
1410 319676416 # ['ws_bill_customer_sk', 'ws_sales_price']
1411 300867584 # ['ws_bill_customer_sk', 'ws_ship_addr_sk']
1412 300867584 # ['ws_bill_customer_sk', 'ws_ship_date_sk']
1413 300867584 # ['ws_bill_customer_sk', 'ws_ship_hdemo_sk']
1414 300867584 # ['ws_bill_customer_sk', 'ws_ship_mode_sk']
1415 300867584 # ['ws_bill_customer_sk', 'ws_sold_date_sk']
1416 300867584 # ['ws_bill_customer_sk', 'ws_sold_time_sk']
1417 300867584 # ['ws_bill_customer_sk', 'ws_warehouse_sk']
1418 300867584 # ['ws_bill_customer_sk', 'ws_web_page_sk']
1419 300867584 # ['ws_bill_customer_sk', 'ws_web_site_sk']
1420 319676416 # ['ws_bill_customer_sk', 'ws_wholesale_cost']
1421 319676416 # ['ws_ext_discount_amt', 'ws_bill_customer_sk']
1422 319676416 # ['ws_ext_discount_amt', 'ws_item_sk']
1423 319676416 # ['ws_ext_discount_amt', 'ws_order_number']
1424 319676416 # ['ws_ext_discount_amt', 'ws_sold_date_sk']
1425 329072640 # ['ws_ext_list_price', 'ws_bill_customer_sk']
1426 329072640 # ['ws_ext_list_price', 'ws_item_sk']
1427 329072640 # ['ws_ext_list_price', 'ws_order_number']
1428 329072640 # ['ws_ext_list_price', 'ws_sold_date_sk']
1429 319676416 # ['ws_ext_sales_price', 'ws_bill_customer_sk']
1430 319676416 # ['ws_ext_sales_price', 'ws_item_sk']
1431 319676416 # ['ws_ext_sales_price', 'ws_order_number']
1432 319676416 # ['ws_ext_sales_price', 'ws_sold_date_sk']
1433 319676416 # ['ws_ext_ship_cost', 'ws_bill_customer_sk']
1434 319676416 # ['ws_ext_ship_cost', 'ws_item_sk']
1435 319676416 # ['ws_ext_ship_cost', 'ws_order_number']
1436 319676416 # ['ws_ext_ship_cost', 'ws_sold_date_sk']
1437 319676416 # ['ws_ext_wholesale_cost', 'ws_bill_customer_sk']
1438 319676416 # ['ws_ext_wholesale_cost', 'ws_item_sk']
1439 319676416 # ['ws_ext_wholesale_cost', 'ws_order_number']
1440 319676416 # ['ws_ext_wholesale_cost', 'ws_sold_date_sk']
1441 300867584 # ['ws_item_sk', 'ws_bill_addr_sk']
1442 300867584 # ['ws_item_sk', 'ws_bill_customer_sk']
1443 319676416 # ['ws_item_sk', 'ws_ext_discount_amt']
1444 329072640 # ['ws_item_sk', 'ws_ext_list_price']
1445 319676416 # ['ws_item_sk', 'ws_ext_sales_price']
1446 319676416 # ['ws_item_sk', 'ws_ext_ship_cost']
1447 319676416 # ['ws_item_sk', 'ws_ext_wholesale_cost']
1448 319676416 # ['ws_item_sk', 'ws_list_price']
1449 319676416 # ['ws_item_sk', 'ws_net_paid']
1450 329072640 # ['ws_item_sk', 'ws_net_paid_inc_ship']
1451 319676416 # ['ws_item_sk', 'ws_net_profit']
1452 300867584 # ['ws_item_sk', 'ws_order_number']
1453 300867584 # ['ws_item_sk', 'ws_promo_sk']
1454 300867584 # ['ws_item_sk', 'ws_quantity']
1455 319676416 # ['ws_item_sk', 'ws_sales_price']
1456 300867584 # ['ws_item_sk', 'ws_ship_addr_sk']
1457 300867584 # ['ws_item_sk', 'ws_ship_date_sk']
1458 300867584 # ['ws_item_sk', 'ws_ship_hdemo_sk']
1459 300867584 # ['ws_item_sk', 'ws_ship_mode_sk']
1460 300867584 # ['ws_item_sk', 'ws_sold_date_sk']
1461 300867584 # ['ws_item_sk', 'ws_sold_time_sk']
1462 300867584 # ['ws_item_sk', 'ws_warehouse_sk']
1463 300867584 # ['ws_item_sk', 'ws_web_page_sk']
1464 300867584 # ['ws_item_sk', 'ws_web_site_sk']
1465 319676416 # ['ws_item_sk', 'ws_wholesale_cost']
1466 319676416 # ['ws_list_price', 'ws_bill_customer_sk']
1467 319676416 # ['ws_list_price', 'ws_item_sk']
1468 319676416 # ['ws_list_price', 'ws_order_number']
1469 319676416 # ['ws_list_price', 'ws_sold_date_sk']
1470 319676416 # ['ws_net_paid', 'ws_bill_customer_sk']
1471 319676416 # ['ws_net_paid', 'ws_item_sk']
1472 319676416 # ['ws_net_paid', 'ws_order_number']
1473 319676416 # ['ws_net_paid', 'ws_sold_date_sk']
1474 329072640 # ['ws_net_paid_inc_ship', 'ws_bill_customer_sk']
1475 329072640 # ['ws_net_paid_inc_ship', 'ws_item_sk']
1476 329072640 # ['ws_net_paid_inc_ship', 'ws_order_number']
1477 329072640 # ['ws_net_paid_inc_ship', 'ws_sold_date_sk']
1478 319676416 # ['ws_net_profit', 'ws_bill_customer_sk']
1479 319676416 # ['ws_net_profit', 'ws_item_sk']
1480 319676416 # ['ws_net_profit', 'ws_order_number']
1481 319676416 # ['ws_net_profit', 'ws_sold_date_sk']
1482 300867584 # ['ws_order_number', 'ws_bill_addr_sk']
1483 300867584 # ['ws_order_number', 'ws_bill_customer_sk']
1484 319676416 # ['ws_order_number', 'ws_ext_discount_amt']
1485 329072640 # ['ws_order_number', 'ws_ext_list_price']
1486 319676416 # ['ws_order_number', 'ws_ext_sales_price']
1487 319676416 # ['ws_order_number', 'ws_ext_ship_cost']
1488 319676416 # ['ws_order_number', 'ws_ext_wholesale_cost']
1489 300867584 # ['ws_order_number', 'ws_item_sk']
1490 319676416 # ['ws_order_number', 'ws_list_price']
1491 319676416 # ['ws_order_number', 'ws_net_paid']
1492 329072640 # ['ws_order_number', 'ws_net_paid_inc_ship']
1493 319676416 # ['ws_order_number', 'ws_net_profit']
1494 300867584 # ['ws_order_number', 'ws_promo_sk']
1495 300867584 # ['ws_order_number', 'ws_quantity']
1496 319676416 # ['ws_order_number', 'ws_sales_price']
1497 300867584 # ['ws_order_number', 'ws_ship_addr_sk']
1498 300867584 # ['ws_order_number', 'ws_ship_date_sk']
1499 300867584 # ['ws_order_number', 'ws_ship_hdemo_sk']
1500 300867584 # ['ws_order_number', 'ws_ship_mode_sk']
1501 300867584 # ['ws_order_number', 'ws_sold_date_sk']
1502 300867584 # ['ws_order_number', 'ws_sold_time_sk']
1503 300867584 # ['ws_order_number', 'ws_warehouse_sk']
1504 300867584 # ['ws_order_number', 'ws_web_page_sk']
1505 300867584 # ['ws_order_number', 'ws_web_site_sk']
1506 319676416 # ['ws_order_number', 'ws_wholesale_cost']
1507 300867584 # ['ws_promo_sk', 'ws_bill_addr_sk']
1508 300867584 # ['ws_promo_sk', 'ws_bill_customer_sk']
1509 319676416 # ['ws_promo_sk', 'ws_ext_discount_amt']
1510 329072640 # ['ws_promo_sk', 'ws_ext_list_price']
1511 319676416 # ['ws_promo_sk', 'ws_ext_sales_price']
1512 319676416 # ['ws_promo_sk', 'ws_ext_ship_cost']
1513 319676416 # ['ws_promo_sk', 'ws_ext_wholesale_cost']
1514 300867584 # ['ws_promo_sk', 'ws_item_sk']
1515 319676416 # ['ws_promo_sk', 'ws_list_price']
1516 319676416 # ['ws_promo_sk', 'ws_net_paid']
1517 329072640 # ['ws_promo_sk', 'ws_net_paid_inc_ship']
1518 319676416 # ['ws_promo_sk', 'ws_net_profit']
1519 300867584 # ['ws_promo_sk', 'ws_order_number']
1520 300867584 # ['ws_promo_sk', 'ws_quantity']
1521 319676416 # ['ws_promo_sk', 'ws_sales_price']
1522 300867584 # ['ws_promo_sk', 'ws_ship_addr_sk']
1523 300867584 # ['ws_promo_sk', 'ws_ship_date_sk']
1524 300867584 # ['ws_promo_sk', 'ws_ship_hdemo_sk']
1525 300867584 # ['ws_promo_sk', 'ws_ship_mode_sk']
1526 300867584 # ['ws_promo_sk', 'ws_sold_date_sk']
1527 300867584 # ['ws_promo_sk', 'ws_sold_time_sk']
1528 300867584 # ['ws_promo_sk', 'ws_warehouse_sk']
1529 300867584 # ['ws_promo_sk', 'ws_web_page_sk']
1530 300867584 # ['ws_promo_sk', 'ws_web_site_sk']
1531 319676416 # ['ws_promo_sk', 'ws_wholesale_cost']
1532 300867584 # ['ws_quantity', 'ws_bill_customer_sk']
1533 300867584 # ['ws_quantity', 'ws_item_sk']
1534 300867584 # ['ws_quantity', 'ws_order_number']
1535 300867584 # ['ws_quantity', 'ws_promo_sk']
1536 300867584 # ['ws_quantity', 'ws_sold_date_sk']
1537 319676416 # ['ws_sales_price', 'ws_bill_customer_sk']
1538 319676416 # ['ws_sales_price', 'ws_item_sk']
1539 319676416 # ['ws_sales_price', 'ws_order_number']
1540 319676416 # ['ws_sales_price', 'ws_sold_date_sk']
1541 300867584 # ['ws_ship_addr_sk', 'ws_bill_customer_sk']
1542 300867584 # ['ws_ship_addr_sk', 'ws_item_sk']
1543 300867584 # ['ws_ship_addr_sk', 'ws_order_number']
1544 300867584 # ['ws_ship_addr_sk', 'ws_promo_sk']
1545 300867584 # ['ws_ship_addr_sk', 'ws_sold_date_sk']
1546 300867584 # ['ws_ship_date_sk', 'ws_bill_customer_sk']
1547 300867584 # ['ws_ship_date_sk', 'ws_item_sk']
1548 300867584 # ['ws_ship_date_sk', 'ws_order_number']
1549 300867584 # ['ws_ship_date_sk', 'ws_promo_sk']
1550 300867584 # ['ws_ship_date_sk', 'ws_sold_date_sk']
1551 300867584 # ['ws_ship_date_sk', 'ws_web_site_sk']
1552 300867584 # ['ws_ship_hdemo_sk', 'ws_bill_customer_sk']
1553 300867584 # ['ws_ship_hdemo_sk', 'ws_item_sk']
1554 300867584 # ['ws_ship_hdemo_sk', 'ws_order_number']
1555 300867584 # ['ws_ship_hdemo_sk', 'ws_promo_sk']
1556 300867584 # ['ws_ship_hdemo_sk', 'ws_sold_date_sk']
1557 300867584 # ['ws_ship_hdemo_sk', 'ws_web_page_sk']
1558 300867584 # ['ws_ship_mode_sk', 'ws_bill_customer_sk']
1559 300867584 # ['ws_ship_mode_sk', 'ws_item_sk']
1560 300867584 # ['ws_ship_mode_sk', 'ws_order_number']
1561 300867584 # ['ws_ship_mode_sk', 'ws_promo_sk']
1562 300867584 # ['ws_ship_mode_sk', 'ws_sold_date_sk']
1563 300867584 # ['ws_sold_date_sk', 'ws_bill_addr_sk']
1564 300867584 # ['ws_sold_date_sk', 'ws_bill_customer_sk']
1565 319676416 # ['ws_sold_date_sk', 'ws_ext_discount_amt']
1566 329072640 # ['ws_sold_date_sk', 'ws_ext_list_price']
1567 319676416 # ['ws_sold_date_sk', 'ws_ext_sales_price']
1568 319676416 # ['ws_sold_date_sk', 'ws_ext_ship_cost']
1569 319676416 # ['ws_sold_date_sk', 'ws_ext_wholesale_cost']
1570 300867584 # ['ws_sold_date_sk', 'ws_item_sk']
1571 319676416 # ['ws_sold_date_sk', 'ws_list_price']
1572 319676416 # ['ws_sold_date_sk', 'ws_net_paid']
1573 329072640 # ['ws_sold_date_sk', 'ws_net_paid_inc_ship']
1574 319676416 # ['ws_sold_date_sk', 'ws_net_profit']
1575 300867584 # ['ws_sold_date_sk', 'ws_order_number']
1576 300867584 # ['ws_sold_date_sk', 'ws_promo_sk']
1577 300867584 # ['ws_sold_date_sk', 'ws_quantity']
1578 319676416 # ['ws_sold_date_sk', 'ws_sales_price']
1579 300867584 # ['ws_sold_date_sk', 'ws_ship_addr_sk']
1580 300867584 # ['ws_sold_date_sk', 'ws_ship_date_sk']
1581 300867584 # ['ws_sold_date_sk', 'ws_ship_hdemo_sk']
1582 300867584 # ['ws_sold_date_sk', 'ws_ship_mode_sk']
1583 300867584 # ['ws_sold_date_sk', 'ws_sold_time_sk']
1584 300867584 # ['ws_sold_date_sk', 'ws_warehouse_sk']
1585 300867584 # ['ws_sold_date_sk', 'ws_web_page_sk']
1586 300867584 # ['ws_sold_date_sk', 'ws_web_site_sk']
1587 319676416 # ['ws_sold_date_sk', 'ws_wholesale_cost']
1588 300867584 # ['ws_sold_time_sk', 'ws_bill_customer_sk']
1589 300867584 # ['ws_sold_time_sk', 'ws_item_sk']
1590 300867584 # ['ws_sold_time_sk', 'ws_order_number']
1591 300867584 # ['ws_sold_time_sk', 'ws_promo_sk']
1592 300867584 # ['ws_sold_time_sk', 'ws_sold_date_sk']
1593 300867584 # ['ws_sold_time_sk', 'ws_web_page_sk']
1594 300867584 # ['ws_warehouse_sk', 'ws_bill_customer_sk']
1595 300867584 # ['ws_warehouse_sk', 'ws_item_sk']
1596 300867584 # ['ws_warehouse_sk', 'ws_order_number']
1597 300867584 # ['ws_warehouse_sk', 'ws_promo_sk']
1598 300867584 # ['ws_warehouse_sk', 'ws_sold_date_sk']
1599 300867584 # ['ws_web_page_sk', 'ws_bill_customer_sk']
1600 300867584 # ['ws_web_page_sk', 'ws_item_sk']
1601 300867584 # ['ws_web_page_sk', 'ws_order_number']
1602 300867584 # ['ws_web_page_sk', 'ws_promo_sk']
1603 300867584 # ['ws_web_page_sk', 'ws_ship_hdemo_sk']
1604 300867584 # ['ws_web_page_sk', 'ws_sold_date_sk']
1605 300867584 # ['ws_web_page_sk', 'ws_sold_time_sk']
1606 300867584 # ['ws_web_site_sk', 'ws_bill_customer_sk']
1607 300867584 # ['ws_web_site_sk', 'ws_item_sk']
1608 300867584 # ['ws_web_site_sk', 'ws_order_number']
1609 300867584 # ['ws_web_site_sk', 'ws_promo_sk']
1610 300867584 # ['ws_web_site_sk', 'ws_ship_date_sk']
1611 300867584 # ['ws_web_site_sk', 'ws_sold_date_sk']
1612 319676416 # ['ws_wholesale_cost', 'ws_bill_customer_sk']
1613 319676416 # ['ws_wholesale_cost', 'ws_item_sk']
1614 319676416 # ['ws_wholesale_cost', 'ws_order_number']
1615 319676416 # ['ws_wholesale_cost', 'ws_sold_date_sk']
;

set combi[0]:= ;
set combi[1]:= 195;
set combi[2]:= 987;
set combi[3]:= 1077;
set combi[4]:= 986;
set combi[5]:= 1315;
set combi[6]:= 1080;
set combi[7]:= 645;
set combi[8]:= 1104;
set combi[9]:= 266;
