#53
#870
# what-if time: 2.3870980739593506
# cost_requests: 31504	cache_hits: 29997
data;

set QUERIES :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22;

param a :=
2 125 2033549724.58
2 127 2149743228.18
2 131 3033250383.71
2 136 1592927926.32
2 138 3007002224.41
2 144 2033549724.58
2 146 2149743228.18
2 150 3033250383.71
2 155 1592927926.32
2 157 3007002224.41
2 163 2033549724.58
2 165 2149743228.18
2 169 3033250383.71
2 174 1592927926.32
2 176 3007002224.41
2 182 2033549724.58
2 184 2149743228.18
2 188 3033250383.71
2 193 1592927926.32
2 195 3007002224.41
2 201 2033549724.58
2 203 2149743228.18
2 207 3033250383.71
2 212 1592927926.32
2 214 3007002224.41
2 220 2033549724.58
2 222 2149743228.18
2 225 3033250383.71
2 235 1592927926.32
2 240 3007002224.41
2 247 2033549724.58
2 258 2149743228.18
2 268 3033250383.71
2 269 3033250383.71
2 270 3033250383.71
2 271 3033250383.71
2 272 3033250383.71
2 273 3033250383.71
2 274 3033250383.71
2 275 3033250383.71
2 276 3033250383.71
2 277 1584346042.87
2 278 3033250383.71
2 279 3033250383.71
2 280 3033330973.06
2 281 3033250383.71
2 282 3007000723.98
2 283 3033250383.71
2 284 3033250383.71
2 285 3033250383.71
2 286 3033250383.71
2 287 3033250383.71
2 288 3033250383.71
2 289 2022596956.23
2 290 3033250383.71
2 291 3033250383.71
2 292 3033250383.71
2 293 3033250383.71
2 294 3033250383.71
2 295 3033250383.71
2 296 3033250383.71
2 297 3033250383.71
2 298 3033250383.71
2 299 3033250383.71
2 300 2133309498.79
2 301 3033250383.71
2 302 3033250383.71
2 303 3033250383.71
2 304 3033250383.71
2 305 3033250383.71
2 306 3033250383.71
2 307 3033250383.71
2 308 3033250383.71
2 309 3033250383.71
2 314 1592927926.32
2 316 3007002224.41
2 322 2033549724.58
2 324 2149743228.18
2 331 1592927926.32
2 333 3007002224.41
2 339 2033549724.58
2 341 2149743228.18
2 348 1592927926.32
2 350 3007002224.41
2 356 2033549724.58
2 358 2149743228.18
2 366 1592927926.32
2 371 3007002224.41
2 378 2033549724.58
2 389 2149743228.18
2 402 1592927926.32
2 404 3007002224.41
2 410 2033549724.58
2 412 2149743228.18
2 418 1592927926.32
2 420 3007002224.41
2 426 2033549724.65
2 428 2149743228.18
2 433 1592927926.32
2 438 3007002224.41
2 445 2033549724.58
2 456 2149743228.18
2 467 1592927926.32
2 472 3007002224.41
2 479 2033549724.58
2 490 2149743228.18
2 500 1592927926.32
2 505 3007002224.41
2 512 2033549724.58
2 523 2149743228.18
2 533 1592927926.32
2 534 1592927926.32
2 535 1592927926.32
2 536 1592927926.32
2 537 1570642064.21
2 538 1592927926.32
2 539 1592927926.32
2 540 1592927926.32
2 541 1592927926.32
2 542 1592927926.32
2 543 1592927926.32
2 544 1592927926.32
2 545 1592927926.32
2 546 1592927926.32
2 547 1592927926.32
2 548 1592927926.32
2 549 1592927926.32
2 550 1592927926.32
2 551 1592927926.32
2 552 1592927926.32
2 553 1592927926.32
2 554 1592927926.32
2 555 1122966944.99
2 556 1592927926.32
2 557 1592927926.32
2 558 1592927926.32
2 559 1592927926.32
2 560 1592927926.32
2 561 1592927926.32
2 562 1592927926.32
2 563 1592927926.32
2 564 1592927926.32
2 568 3007002224.41
2 575 2033549724.58
2 586 2149743228.18
2 596 3007002224.41
2 602 2033549724.58
2 604 2149743228.18
2 607 3007002224.41
2 613 2033549724.58
2 615 2149744604.42
2 618 3007002224.41
2 624 2033549724.58
2 626 2149743228.18
2 629 3007002224.41
2 630 3007002224.41
2 631 3007002224.41
2 632 3007002224.41
2 633 3007002224.41
2 634 3007002224.41
2 635 2005094131.84
2 636 3007002224.41
2 637 3007002224.41
2 638 3007002224.41
2 639 3007002224.41
2 640 3007002224.41
2 641 3007002224.41
2 642 3007002224.41
2 643 3007002224.41
2 644 3007002224.41
2 645 3007002224.41
2 646 2149743228.18
2 647 3007002224.41
2 648 3007002224.41
2 649 3007002224.41
2 650 3007002224.41
2 651 3007002224.41
2 652 3007002224.41
2 653 3007002224.41
2 654 3007002224.41
2 655 3007002224.41
2 661 2033549724.58
2 672 2149743228.18
2 686 2033549724.58
2 688 2149743228.18
2 694 2033549724.58
2 705 2149743228.18
2 717 2033549724.58
2 728 2149743228.18
2 739 2033549724.58
2 750 2149743228.18
2 760 2033537475.03
2 771 2149743228.18
2 781 2033549724.58
2 782 2033549724.58
2 783 2033549724.58
2 784 2033549724.58
2 785 2033549724.58
2 786 2033552775.82
2 787 2033549724.58
2 788 2033549724.58
2 789 2033549724.58
2 790 2033549724.58
2 791 1433703688.33
2 792 2033549724.58
2 793 2033549724.58
2 794 2033549724.58
2 795 2033549724.58
2 796 2033549724.58
2 797 2033549724.58
2 798 2033549724.58
2 799 2033549724.58
2 800 2033549724.58
2 802 2149743228.18
2 806 2149743228.18
2 810 2149743228.18
2 814 2149743228.18
2 818 2149743228.18
2 822 2149743228.18
2 828 2149743228.18
2 838 2149743228.18
2 841 2149743228.18
2 844 2149743228.18
2 847 2149743228.18
2 848 2149743228.18
2 849 2149743228.18
2 850 2149743228.18
2 851 2149743228.18
2 852 2149743228.18
2 853 2149743228.18
2 854 2149743228.18
2 855 2149743228.18
3 0 2707172.76
4 0 1965827.58
4 4 444065.85
4 24 444065.85
4 53 444065.85
4 94 444065.85
4 113 444065.85
4 132 444065.85
4 151 444065.85
4 170 444065.85
4 189 444065.85
4 208 444065.85
4 229 444065.85
4 271 444065.85
4 310 444065.85
4 327 444065.85
4 344 444065.85
4 361 444065.85
4 362 444065.85
4 363 444065.85
4 364 444065.85
4 365 444065.85
4 366 444065.85
4 367 444065.85
4 368 444065.85
4 369 444065.85
4 370 444065.85
4 371 444065.85
4 372 444065.85
4 373 444065.85
4 374 444065.85
4 375 444065.85
4 376 444065.85
4 377 444065.85
4 378 444065.85
4 379 444065.85
4 380 444065.85
4 381 444065.85
4 382 444065.85
4 383 444065.85
4 384 444065.85
4 385 444065.85
4 386 444065.85
4 387 444065.85
4 388 444065.85
4 389 444065.85
4 390 444065.85
4 391 444065.85
4 392 444065.85
4 393 444065.85
4 394 444065.85
4 395 444065.85
4 396 444065.85
4 397 444065.85
4 398 444065.85
5 0 2072441.89
6 0 1690448.31
7 0 1962216.61
8 0 1956828.95
8 6 1933551.59
8 14 1140905.48
8 26 1933551.59
8 34 1140905.48
8 57 1933551.59
8 69 1140905.48
8 96 1933551.59
8 104 1140905.48
8 115 1933551.59
8 123 1140905.48
8 134 1933551.59
8 142 1140905.48
8 153 1933551.59
8 161 1140905.48
8 172 1933551.59
8 180 1140905.48
8 191 1933551.59
8 199 1140905.48
8 210 1933551.59
8 218 1140905.48
8 233 1933551.59
8 245 1140905.48
8 275 1933551.59
8 287 1140905.48
8 312 1933551.59
8 320 1140905.48
8 329 1933551.59
8 337 1140905.48
8 346 1933551.59
8 354 1140905.48
8 364 1933551.59
8 376 1140905.48
8 400 1933551.59
8 408 1140905.48
8 416 1933551.59
8 424 1140905.48
8 431 1933551.59
8 443 1140905.48
8 466 1933551.59
8 467 1933551.59
8 468 1933551.59
8 469 1933551.59
8 470 1933551.59
8 471 1933551.59
8 472 1933551.59
8 473 1933551.59
8 474 1933551.59
8 475 1933551.59
8 476 1933551.59
8 477 1117628.12
8 478 1933551.59
8 479 1933551.59
8 480 1933551.59
8 481 1933551.59
8 482 1933551.59
8 483 1933551.59
8 484 1933551.59
8 485 1933551.59
8 486 1933551.59
8 487 1933551.59
8 488 1933551.59
8 489 1933551.59
8 490 1933551.59
8 491 1933551.59
8 492 1933551.59
8 493 1933551.59
8 494 1933551.59
8 495 1933551.59
8 496 1933551.59
8 497 1933551.59
8 498 1933551.59
8 499 1933551.59
8 510 1140905.48
8 542 1140905.48
8 573 1140905.48
8 600 1140905.48
8 611 1140905.48
8 622 1140905.48
8 633 1140905.48
8 659 1140905.48
8 684 1140905.48
8 692 1140905.48
8 715 1140905.48
8 738 1140905.48
8 739 1140905.48
8 740 1140905.48
8 741 1140905.48
8 742 1140905.48
8 743 1140905.48
8 744 1140905.48
8 745 1140905.48
8 746 1140905.48
8 747 1140905.48
8 748 1140905.48
8 749 1140905.48
8 750 1140905.48
8 751 1140905.48
8 752 1140905.48
8 753 1140905.48
8 754 1140905.48
8 755 1140905.48
8 756 1140905.48
8 757 1140905.48
8 758 1140905.48
8 759 1140905.48
9 0 2241402.67
9 10 2238985.51
9 20 1895163.24
9 30 2238985.51
9 40 1895163.24
9 64 2238985.51
9 86 1895163.24
9 100 2238985.51
9 110 1895163.24
9 119 2238985.51
9 129 1895163.24
9 138 2238985.51
9 148 1895163.24
9 157 2238985.51
9 167 1895163.24
9 176 2238985.51
9 186 1895163.24
9 195 2238985.51
9 205 1895163.24
9 214 2238985.51
9 224 1895163.24
9 240 2238985.51
9 262 1895163.24
9 282 2238985.51
9 304 1895163.24
9 316 2238985.51
9 326 1895163.24
9 333 2238985.51
9 343 1895163.24
9 350 2238985.51
9 360 1895163.24
9 371 2238985.51
9 393 1895163.24
9 404 2238985.51
9 414 1895163.24
9 420 2238985.51
9 430 1895163.24
9 438 2238985.51
9 460 1895163.24
9 472 2238985.51
9 494 1895163.24
9 505 2238985.51
9 527 1895163.24
9 537 2238985.51
9 559 1895163.24
9 568 2238985.51
9 590 1895163.24
9 596 2238985.51
9 606 1895163.24
9 607 2238985.51
9 617 1895163.24
9 618 2238985.51
9 628 1895163.24
9 629 2238985.51
9 630 2238985.51
9 631 2238985.51
9 632 2238985.51
9 633 2238985.51
9 634 2238985.51
9 635 2238985.51
9 636 2238985.51
9 637 2238985.51
9 638 2238985.51
9 639 2238985.51
9 640 2238985.51
9 641 2238985.51
9 642 2238985.51
9 643 2238985.51
9 644 2238985.51
9 645 2238985.51
9 646 2238985.51
9 647 2238985.51
9 648 2238985.51
9 649 2238985.51
9 650 1892740.54
9 651 2238985.51
9 652 2239098.16
9 653 2238985.51
9 654 2238985.51
9 655 2238985.51
9 676 1895163.24
9 690 1895163.24
9 709 1895163.24
9 732 1895163.24
9 754 1895163.24
9 775 1895163.24
9 795 1895163.24
9 804 1895163.24
9 808 1895163.24
9 812 1895163.24
9 816 1895163.24
9 820 1895163.24
9 824 1895163.24
9 832 1895163.24
9 840 1895163.24
9 843 1895163.24
9 846 1895163.24
9 850 1895163.24
9 858 1895163.24
9 864 1895163.24
9 865 1895163.24
9 866 1895163.24
9 867 1897511.47
9 868 1895163.24
9 869 1895163.24
9 870 1895163.24
10 0 2114975.39
11 0 516307.19
11 3 516204.62
11 18 115072.81
11 23 516204.62
11 38 115072.81
11 49 516204.62
11 82 115072.81
11 93 516204.62
11 108 115072.81
11 112 516204.62
11 127 115072.81
11 131 516204.62
11 146 115072.81
11 150 516204.62
11 165 115072.81
11 169 516204.62
11 184 115072.81
11 188 516204.62
11 203 115072.81
11 207 516204.62
11 222 115072.81
11 225 516204.62
11 258 115072.81
11 268 516204.62
11 269 516204.62
11 270 516204.62
11 271 516204.62
11 272 516204.62
11 273 516204.62
11 274 516204.62
11 275 516204.62
11 276 516204.62
11 277 516204.62
11 278 516204.62
11 279 516204.62
11 280 516204.62
11 281 516204.62
11 282 516204.62
11 283 516204.62
11 284 516204.62
11 285 516204.62
11 286 516204.62
11 287 516204.62
11 288 516204.62
11 289 516204.62
11 290 516204.62
11 291 516204.62
11 292 516204.62
11 293 516204.62
11 294 516204.62
11 295 516204.62
11 296 516204.62
11 297 516204.62
11 298 516204.62
11 299 516204.62
11 300 113880.8
11 301 516204.62
11 302 516204.62
11 303 516204.62
11 304 516204.62
11 305 516204.62
11 306 516204.62
11 307 516204.62
11 308 516204.62
11 309 516204.62
11 324 115072.81
11 341 115072.81
11 358 115072.81
11 389 115072.81
11 412 115072.81
11 428 115072.81
11 456 115072.81
11 490 115072.81
11 523 115072.81
11 555 115072.81
11 586 115072.81
11 604 115072.81
11 615 115072.81
11 626 115072.81
11 646 115072.81
11 672 115072.81
11 688 115072.81
11 705 115072.81
11 728 115072.81
11 750 115072.81
11 771 115072.81
11 791 115072.81
11 802 115072.81
11 806 115072.81
11 810 115072.81
11 814 115072.81
11 818 115072.81
11 822 115072.81
11 828 115072.81
11 838 115072.81
11 841 115072.81
11 844 115072.81
11 847 115072.81
11 848 115072.81
11 849 115072.81
11 850 115072.81
11 851 115072.81
11 852 115072.81
11 853 115072.81
11 854 115072.81
11 855 115072.81
12 0 2181581.15
13 0 1515856.24
13 2 1506665.39
13 22 1506665.39
13 48 1506665.39
13 92 1506665.39
13 111 1506665.39
13 130 1506665.39
13 149 1506665.39
13 168 1506665.39
13 187 1506665.39
13 206 1506665.39
13 225 1506665.39
13 226 1506665.39
13 227 1506665.39
13 228 1506665.39
13 229 1506665.39
13 230 1506665.39
13 231 1506665.39
13 232 1506665.39
13 233 1506665.39
13 234 1368208.36
13 235 1506665.39
13 236 1506665.39
13 237 1506665.39
13 238 1506665.39
13 239 1506665.39
13 240 1506665.39
13 241 1506665.39
13 242 1506665.39
13 243 1506665.39
13 244 1506665.39
13 245 1506665.39
13 246 1506665.39
13 247 1506665.39
13 248 1506665.39
13 249 1506665.39
13 250 1506665.39
13 251 1506665.39
13 252 1506665.39
13 253 1506665.39
13 254 1506665.39
13 255 1506665.39
13 256 1506665.39
13 257 1506665.39
13 258 1506665.39
13 259 1506665.39
13 260 1506665.39
13 261 1506665.39
13 262 1506665.39
13 263 1506665.39
13 264 1506665.39
13 265 1506665.39
13 266 1506665.39
13 267 1506665.39
14 0 1582900.82
14 13 1520001.48
14 33 1520001.48
14 68 1520001.48
14 103 1520001.48
14 122 1520001.48
14 141 1520001.48
14 160 1520001.48
14 179 1520001.48
14 198 1520001.48
14 217 1520001.48
14 244 1520001.48
14 286 1520001.48
14 319 1520001.48
14 336 1520001.48
14 353 1520001.48
14 375 1520001.48
14 407 1520001.48
14 423 1520001.48
14 442 1520001.48
14 476 1520001.48
14 509 1520001.48
14 541 1520001.48
14 572 1520001.48
14 599 1520001.48
14 610 1520001.48
14 621 1520001.48
14 632 1520001.48
14 658 1520001.48
14 683 1520001.48
14 691 1520001.48
14 715 1520001.48
14 716 1520001.48
14 717 1520001.48
14 718 1520001.48
14 719 1520001.48
14 720 1520001.48
14 721 1520001.48
14 722 1520001.48
14 723 1520001.48
14 724 1520001.48
14 725 1520001.48
14 726 1520001.48
14 727 1520001.48
14 728 1520001.48
14 729 1520001.48
14 730 1520001.48
14 731 1520001.48
14 732 1520001.48
14 733 1520001.48
14 734 1520001.48
14 735 1520001.48
14 736 1520001.48
14 737 1520001.48
15 0 3242690.45
15 10 3229548.78
15 30 3229548.78
15 64 3229548.78
15 100 3229548.78
15 119 3229548.78
15 138 3229548.78
15 157 3229548.78
15 176 3229548.78
15 195 3229548.78
15 214 3229548.78
15 240 3229548.78
15 282 3229548.78
15 316 3229548.78
15 333 3229548.78
15 350 3229548.78
15 371 3229548.78
15 404 3229548.78
15 420 3229548.78
15 438 3229548.78
15 472 3229548.78
15 505 3229548.78
15 537 3229548.78
15 568 3229548.78
15 596 3229548.78
15 607 3229548.78
15 618 3229548.78
15 629 3229548.78
15 630 3229548.78
15 631 3229548.78
15 632 3229548.78
15 633 3229548.78
15 634 3229548.78
15 635 3229548.78
15 636 3229548.78
15 637 3229548.78
15 638 3229548.78
15 639 3229548.78
15 640 3229548.78
15 641 3229548.78
15 642 3229548.78
15 643 3229548.78
15 644 3229548.78
15 645 3229548.78
15 646 3229548.78
15 647 3229548.78
15 648 3229548.78
15 649 3229548.78
15 650 3229548.78
15 651 3229548.78
15 652 3229548.78
15 653 3229548.78
15 654 3229548.78
15 655 3229548.78
16 0 426739.47
16 15 415298.62
16 35 415298.62
16 70 415298.62
16 105 415298.62
16 124 415298.62
16 143 415298.62
16 162 415298.62
16 181 415298.62
16 200 415298.62
16 219 415298.62
16 246 415298.62
16 288 415298.62
16 321 415298.62
16 338 415298.62
16 355 415298.62
16 377 415298.62
16 409 415298.62
16 425 415298.62
16 444 415298.62
16 478 415298.62
16 511 415298.62
16 543 415298.62
16 574 415298.62
16 601 415298.62
16 612 415298.62
16 623 415298.62
16 634 415298.62
16 660 415298.62
16 685 415298.62
16 693 415298.62
16 716 415298.62
16 738 415298.62
16 760 415298.62
16 761 415298.62
16 762 415298.62
16 763 415298.62
16 764 415298.62
16 765 415298.62
16 766 415298.62
16 767 415298.62
16 768 415298.62
16 769 415298.62
16 770 415298.62
16 771 415298.62
16 772 415298.62
16 773 415298.62
16 774 415298.62
16 775 415298.62
16 776 415298.62
16 777 415298.62
16 778 415298.62
16 779 415298.62
16 780 415298.62
17 0 117466908334.06
17 9 117466898915.04
17 11 108038542547.21
17 14 10353074.12
17 17 117466898110.87
17 29 117466898915.04
17 31 108038542547.21
17 34 10353074.12
17 37 117466898110.87
17 60 117466898915.04
17 65 108038542547.21
17 69 10353074.12
17 78 117466898110.87
17 99 117466898915.04
17 101 108038542547.21
17 104 10353074.12
17 107 117466898110.87
17 118 117466898915.04
17 120 108038542547.21
17 123 10353074.12
17 126 117466898110.87
17 137 117466898915.04
17 139 108038542547.21
17 142 10353074.12
17 145 117466898110.87
17 156 117466898915.04
17 158 108038542547.21
17 161 10353074.12
17 164 117466898110.87
17 175 117466898915.04
17 177 108038542547.21
17 180 10353074.12
17 183 117466898110.87
17 194 117466898915.04
17 196 108038542547.21
17 199 10353074.12
17 202 117466898110.87
17 213 117466898915.04
17 215 108038542547.21
17 218 10353074.12
17 221 117466898110.87
17 236 117466898915.04
17 241 108038542547.21
17 245 10353074.12
17 254 117466898110.87
17 278 117466898915.04
17 283 108038542547.21
17 287 10353074.12
17 296 117466898110.87
17 315 117466898915.04
17 317 108038542547.21
17 320 10353074.12
17 323 117466898110.87
17 332 117466898915.04
17 334 108038542547.21
17 337 10353074.12
17 340 117466898110.87
17 349 117466898915.04
17 351 108038542547.21
17 354 10353074.12
17 357 117466898110.87
17 367 117466898915.04
17 372 108038542547.21
17 376 10353074.12
17 385 117466898110.87
17 403 117466898915.04
17 405 108038542547.21
17 408 10353074.12
17 411 117466898110.87
17 419 117466898915.04
17 421 108038542547.21
17 424 10353074.12
17 427 117466898110.87
17 434 117466898915.04
17 439 108038542547.21
17 443 10353074.12
17 452 117466898110.87
17 468 117466898915.04
17 473 108038542547.21
17 477 10353074.12
17 486 117466898110.87
17 501 117466898915.04
17 506 108038542547.21
17 510 10353074.12
17 519 117466898110.87
17 533 117466898915.04
17 538 108038542547.21
17 542 10353074.12
17 551 117466898110.87
17 565 117466898915.04
17 566 117466898915.04
17 567 117466898915.04
17 568 117466898915.04
17 569 108038533128.19
17 570 117466898915.04
17 571 117466898915.04
17 572 117466898915.04
17 573 10327363.96
17 574 117466898915.04
17 575 117466898915.04
17 576 117466898915.04
17 577 117466898915.04
17 578 117466898915.04
17 579 117466898915.04
17 580 117466898915.04
17 581 117466898915.04
17 582 117466863749.61
17 583 117466898915.04
17 584 117466898915.04
17 585 117466898915.04
17 586 117466898915.04
17 587 117466898915.04
17 588 117466898915.04
17 589 117466898915.04
17 590 117466898915.04
17 591 117466898915.04
17 592 117466898915.04
17 593 117466898915.04
17 594 117466898915.04
17 595 117466898915.04
17 597 108038542547.21
17 600 10353074.12
17 603 117466898110.87
17 608 108038542547.21
17 611 10353074.12
17 614 117466898110.87
17 619 108038542547.21
17 622 10353074.12
17 625 117466898110.87
17 629 108038542547.21
17 633 10353074.12
17 642 117466898110.87
17 656 108038542547.21
17 657 108038542547.21
17 658 108038542547.21
17 659 10353074.12
17 660 108038542547.21
17 661 108038542547.21
17 662 108038542547.21
17 663 108038542547.21
17 664 108038542547.21
17 665 108038542547.21
17 666 108038542547.21
17 667 108038542547.21
17 668 108038532324.02
17 669 108038542547.21
17 670 108038542547.21
17 671 108038542547.21
17 672 108038542547.21
17 673 108038542547.21
17 674 108038542547.21
17 675 108038542547.21
17 676 108038542547.21
17 677 108038542547.21
17 678 108038542547.21
17 679 108038542547.21
17 680 108038542547.21
17 681 108038542547.21
17 684 10353074.12
17 687 117466898110.87
17 692 10353074.12
17 701 117466898110.87
17 715 10353074.12
17 724 117466898110.87
17 738 10353074.12
17 739 10353074.12
17 740 10353074.12
17 741 10353074.12
17 742 10353074.12
17 743 10353074.12
17 744 10353074.12
17 745 10353074.12
17 746 10326559.79
17 747 10353074.12
17 748 10353074.12
17 749 10353074.12
17 750 10353074.12
17 751 10353074.12
17 752 10353074.12
17 753 10353074.12
17 754 10353074.12
17 755 10353074.12
17 756 10353074.12
17 757 10353074.12
17 758 10353074.12
17 759 10353074.12
17 767 117466898110.87
17 787 117466898110.87
17 801 117466898110.87
17 805 117466898110.87
17 809 117466898110.87
17 813 117466898110.87
17 817 117466898110.87
17 821 117466898110.87
17 825 117466898110.87
17 826 117466898110.87
17 827 117466898110.87
17 828 117466898110.87
17 829 117466898110.87
17 830 117466898110.87
17 831 117466898110.87
17 832 117466898110.87
17 833 117466898110.87
17 834 117466898110.87
17 835 117466898110.87
17 836 117466898110.87
17 837 117466898110.87
18 0 6734652.52
18 4 3726272.47
18 24 3726272.47
18 53 3726272.47
18 94 3726272.47
18 113 3726272.47
18 132 3726272.47
18 151 3726272.47
18 170 3726272.47
18 189 3726272.47
18 208 3726272.47
18 229 3726272.47
18 271 3726272.47
18 310 3726272.47
18 327 3726272.47
18 344 3726272.47
18 361 3726272.47
18 362 3726272.47
18 363 3726272.47
18 364 3726272.47
18 365 3726272.47
18 366 3726272.47
18 367 3726272.47
18 368 3726272.47
18 369 3726272.47
18 370 3726272.47
18 371 3726272.47
18 372 3726272.47
18 373 3726272.47
18 374 3726272.47
18 375 3726272.47
18 376 3726272.47
18 377 3726272.47
18 378 3726272.47
18 379 3726272.47
18 380 3726272.47
18 381 3726272.47
18 382 3726272.47
18 383 3726272.47
18 384 3726272.47
18 385 3726272.47
18 386 3726272.47
18 387 3726272.47
18 388 3726272.47
18 389 3726272.47
18 390 3726272.47
18 391 3726272.47
18 392 3726272.47
18 393 3726272.47
18 394 3726272.47
18 395 3726272.47
18 396 3726272.47
18 397 3726272.47
18 398 3726272.47
19 0 1953762.37
19 9 1943178.06
19 14 346992.7
19 17 1928690.18
19 29 1943178.06
19 34 346992.7
19 37 1928690.18
19 60 1943178.06
19 69 346992.7
19 78 1928690.18
19 99 1943178.06
19 104 346992.7
19 107 1928690.18
19 118 1943178.06
19 123 346992.7
19 126 1928690.18
19 137 1943178.06
19 142 346992.7
19 145 1928690.18
19 156 1943178.06
19 161 346992.7
19 164 1928690.18
19 175 1943178.06
19 180 346992.7
19 183 1928690.18
19 194 1943178.06
19 199 346992.7
19 202 1928690.18
19 213 1943178.06
19 218 346992.7
19 221 1928690.18
19 236 1943178.06
19 245 346992.7
19 254 1928690.18
19 278 1943178.06
19 287 346992.7
19 296 1928690.18
19 315 1943178.06
19 320 346992.7
19 323 1928690.18
19 332 1943178.06
19 337 346992.7
19 340 1928690.18
19 349 1943178.06
19 354 346992.7
19 357 1928690.18
19 367 1943178.06
19 376 346992.7
19 385 1928690.18
19 403 1943178.06
19 408 346992.7
19 411 1928690.18
19 419 1943178.06
19 424 346992.7
19 427 1928690.18
19 434 1943178.06
19 443 346992.7
19 452 1928690.18
19 468 1943178.06
19 477 346992.7
19 486 1928690.18
19 501 1943178.06
19 510 346992.7
19 519 1928690.18
19 533 1943178.06
19 542 346992.7
19 551 1928690.18
19 565 1943178.06
19 566 1943178.06
19 567 1943178.06
19 568 1943178.06
19 569 1943178.06
19 570 1943178.06
19 571 1943178.06
19 572 1943178.06
19 573 336408.4
19 574 1944726.24
19 575 1943178.06
19 576 1943178.06
19 577 1943178.06
19 578 1943178.06
19 579 1943178.06
19 580 1943178.06
19 581 1943178.06
19 582 1934994.54
19 583 1943178.06
19 584 1943178.06
19 585 1943178.06
19 586 1943178.06
19 587 1943178.06
19 588 1943178.06
19 589 1943178.06
19 590 1943178.06
19 591 1943178.06
19 592 1943178.06
19 593 1943178.06
19 594 1943178.06
19 595 1943178.06
19 600 346992.7
19 603 1928690.18
19 611 346992.7
19 614 1928690.18
19 622 346992.7
19 625 1928690.18
19 633 346992.7
19 642 1928690.18
19 659 346992.7
19 668 1928690.18
19 684 346992.7
19 687 1928690.18
19 692 346992.7
19 701 1928690.18
19 715 346992.7
19 724 1928690.18
19 738 346992.7
19 739 346992.7
19 740 346992.7
19 741 346992.7
19 742 346992.7
19 743 346992.7
19 744 346992.7
19 745 346992.7
19 746 321920.51
19 747 346992.7
19 748 346992.7
19 749 346992.7
19 750 346992.7
19 751 346992.7
19 752 346992.7
19 753 346992.7
19 754 346992.7
19 755 346992.7
19 756 346992.7
19 757 346992.7
19 758 346992.7
19 759 346992.7
19 767 1940024.96
19 787 1928690.18
19 801 1928690.18
19 805 1928690.18
19 809 1928690.18
19 813 1928690.18
19 817 1928690.18
19 821 1928690.18
19 825 1928690.18
19 826 1928690.18
19 827 1928690.18
19 828 1928690.18
19 829 1928690.18
19 830 1928690.18
19 831 1928690.18
19 832 1928690.18
19 833 1928690.18
19 834 1928690.18
19 835 1928690.18
19 836 1928690.18
19 837 1928690.18
20 0 18594933242062.37
20 1 798299844454.07
20 8 18594125557731.22
20 12 18813326335.8
20 14 1129226753.27
20 18 725480357921.85
20 19 18594820050351.62
20 21 798299844454.07
20 28 18594125557731.22
20 32 18813326335.8
20 34 1129226753.27
20 38 725480357921.85
20 39 18594820050351.62
20 41 798299844454.07
20 42 798299844454.07
20 43 798299844454.07
20 44 798299844454.07
20 45 798299844454.07
20 46 798299844454.07
20 47 798299844454.07
20 48 798299844454.07
20 49 798299844454.07
20 50 798299844454.07
20 51 798299844454.07
20 52 798299844454.07
20 53 798299844454.07
20 54 798299844454.07
20 55 798299844454.07
20 56 798299844454.07
20 57 798299844454.07
20 58 798299844454.07
20 59 798299844454.07
20 60 798299844454.07
20 61 798299844454.07
20 62 798299844454.07
20 63 798299844454.07
20 64 798299844454.07
20 65 798299844454.07
20 66 798299844454.07
20 67 809443921.32
20 68 798299844454.07
20 69 48599075.55
20 70 798299844454.07
20 71 798299844454.07
20 72 798299844454.07
20 73 798299844454.07
20 74 798299844454.07
20 75 798299844454.07
20 76 798299844454.07
20 77 798299844454.07
20 78 798299844454.07
20 79 798299844454.07
20 80 798299844454.07
20 81 798299847718.4
20 82 725480357921.85
20 83 798299790063.25
20 84 798299844454.07
20 85 798299844454.07
20 86 798299844454.07
20 87 798299844454.07
20 88 798299844454.07
20 89 798299844454.07
20 90 798299844454.07
20 91 798299844454.07
20 98 18594125557731.22
20 102 18813326335.8
20 104 1129226753.27
20 108 725480357921.85
20 109 18594820050351.62
20 117 18594125557731.22
20 121 18813326335.8
20 123 1129226753.27
20 127 725480357921.85
20 128 18594820050351.62
20 136 18594125557731.22
20 140 18813326335.8
20 142 1129226753.27
20 146 725480357921.85
20 147 18594820050351.62
20 155 18594125557731.22
20 159 18813326335.8
20 161 1129226753.27
20 165 725480357921.85
20 166 18594820050351.62
20 174 18594125557731.22
20 178 18813326335.8
20 180 1129226753.27
20 184 725480357921.85
20 185 18594820050351.62
20 193 18594125557731.22
20 197 18813326335.8
20 199 1129226753.27
20 203 725480357921.85
20 204 18594820050351.62
20 212 18594125557731.22
20 216 18813326335.8
20 218 1129226753.27
20 222 725480357921.85
20 223 18594820050351.62
20 235 18594125557731.22
20 243 18813326335.8
20 245 1129226753.27
20 258 725480357921.85
20 259 18594820050351.62
20 277 18594125557731.22
20 285 18813326335.8
20 287 1129226753.27
20 300 725480357921.85
20 301 18594820050351.62
20 314 18594125557731.22
20 318 18813326335.8
20 320 1129226753.27
20 324 725480357921.85
20 325 18594820050351.62
20 331 18594125557731.22
20 335 18813326335.8
20 337 1129226753.27
20 341 725480357921.85
20 342 18594820050351.62
