#51
#623
# what-if time: 2.051170825958252
# cost_requests: 25213	cache_hits: 24040
data;

set QUERIES :=  1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 22;

param a :=
13 200 1475869.94
13 201 1475869.94
13 202 1475869.94
13 203 1475869.94
13 204 1475869.94
13 205 1475869.94
13 206 1475869.94
13 207 1475869.94
13 208 1475869.94
13 209 1475869.94
13 210 1475869.94
13 211 1475869.94
13 212 1475869.94
13 213 1475869.94
13 214 1475869.94
13 215 1475869.94
13 216 1475869.94
13 217 1475869.94
13 218 1475869.94
13 219 1475869.94
13 220 1475869.94
13 221 1475869.94
13 222 1475869.94
13 223 1475869.94
13 224 1475869.94
13 225 1475869.94
13 226 1475869.94
13 227 1475869.94
13 228 1475869.94
14 0 3248437.65
14 7 3235271.63
14 30 3235271.63
14 70 3235271.63
14 83 3235271.63
14 103 3235271.63
14 149 3235271.63
14 194 3235271.63
14 231 3235271.63
14 247 3235271.63
14 283 3235271.63
14 292 3235271.63
14 301 3235271.63
14 310 3235271.63
14 319 3235271.63
14 329 3235271.63
14 364 3235271.63
14 372 3235271.63
14 380 3235271.63
14 381 3235271.63
14 382 3235271.63
14 383 3235271.63
14 384 3235271.63
14 385 3235271.63
14 386 3235271.63
14 387 3235271.63
14 388 3235271.63
14 389 3235271.63
14 390 3235271.63
14 391 3235271.63
14 392 3235271.63
14 393 3235271.63
14 394 3235271.63
14 395 3235271.63
14 396 3235271.63
14 397 3235271.63
14 398 3235271.63
14 399 3235271.63
14 400 3235271.63
14 401 3235271.63
14 402 3235271.63
14 403 3235271.63
14 404 3235271.63
14 405 3235271.63
14 406 3235271.63
14 407 3235271.63
14 408 3235271.63
14 409 3235271.63
14 410 3235271.63
14 411 3235271.63
14 412 3235271.63
14 413 3235271.63
15 0 430143.14
15 1 418969.98
15 15 418969.98
15 16 418969.98
15 17 418969.98
15 18 418969.98
15 19 418969.98
15 20 418969.98
15 21 418969.98
15 22 418969.98
15 23 418969.98
15 24 418969.98
15 25 418969.98
15 26 418969.98
15 27 418969.98
15 28 418969.98
15 29 418969.98
15 30 418969.98
15 31 418969.98
15 32 418969.98
15 33 418969.98
15 34 418969.98
15 35 418969.98
15 36 418969.98
15 37 418969.98
15 38 418969.98
15 39 418969.98
15 40 418969.98
15 41 418969.98
15 42 418969.98
15 43 418969.98
15 44 418969.98
15 45 418969.98
15 46 418969.98
15 47 418969.98
15 48 418969.98
15 49 418969.98
15 50 418969.98
15 51 418969.98
15 52 418969.98
15 53 418969.98
15 54 418969.98
15 55 418969.98
15 56 418969.98
15 57 418969.98
15 58 418969.98
15 59 418969.98
15 60 418969.98
15 61 418969.98
15 62 418969.98
15 63 418969.98
15 64 418969.98
16 0 6736025.63
16 5 3726092.83
16 21 3726092.83
16 68 3726092.83
16 81 3726092.83
16 94 3726092.83
16 140 3726092.83
16 185 3726092.83
16 229 3726092.83
16 239 3726092.83
16 240 3726092.83
16 241 3726092.83
16 242 3726092.83
16 243 3726092.83
16 244 3726092.83
16 245 3726092.83
16 246 3726092.83
16 247 3726092.83
16 248 3726092.83
16 249 3726092.83
16 250 3726092.83
16 251 3726092.83
16 252 3726092.83
16 253 3726092.83
16 254 3726092.83
16 255 3726092.83
16 256 3726092.83
16 257 3726092.83
16 258 3726092.83
16 259 3726092.83
16 260 3726092.83
16 261 3726092.83
16 262 3726092.83
16 263 3726092.83
16 264 3726092.83
16 265 3726092.83
16 266 3726092.83
16 267 3726092.83
16 268 3726092.83
16 269 3726092.83
16 270 3726092.83
16 271 3726092.83
16 272 3726092.83
16 273 3726092.83
16 274 3726092.83
16 275 3726092.83
16 276 3726092.83
16 277 3726092.83
16 278 3726092.83
16 279 3726092.83
16 280 3726092.83
16 281 3726092.83
17 0 1953566.16
17 2 1928179.14
17 6 1943075.06
17 14 301251.51
17 17 1939199.11
17 27 1944376.81
17 55 301251.51
17 65 1928179.14
17 69 1943075.06
17 77 301251.51
17 78 1928179.14
17 82 1943075.06
17 90 301251.51
17 91 1928179.14
17 92 1928179.14
17 93 1928179.14
17 94 1928179.14
17 95 1928179.14
17 96 1928179.14
17 97 1928179.14
17 98 1928179.14
17 99 1928179.14
17 100 1934278.14
17 101 1928179.14
17 102 1928179.14
17 103 1928179.14
17 104 1928179.14
17 105 1928179.14
17 106 1928179.14
17 107 1928179.14
17 108 1928179.14
17 109 1928179.14
17 110 1928179.14
17 111 1928179.14
17 112 1928179.14
17 113 1928179.14
17 114 1928179.14
17 115 1928179.14
17 116 1928179.14
17 117 1928179.14
17 118 1928179.14
17 119 1928179.14
17 120 1928179.14
17 121 1928179.14
17 122 1928179.14
17 123 1928179.14
17 124 1928179.14
17 125 1928179.14
17 126 1928179.14
17 127 1928179.14
17 128 275864.49
17 129 1928179.14
17 130 1928179.14
17 131 1928179.14
17 132 1928179.14
17 133 1928179.14
17 134 1928179.14
17 135 1928179.14
17 136 1928179.14
17 137 1928179.14
17 146 1943075.06
17 174 301251.51
17 191 1943075.06
17 219 301251.51
17 230 1943075.06
17 238 301251.51
17 244 1943075.06
17 272 301251.51
17 282 1943075.06
17 290 301251.51
17 291 1943075.06
17 299 301251.51
17 300 1943075.06
17 308 301251.51
17 309 1943075.06
17 317 301251.51
17 318 1943075.06
17 326 301251.51
17 327 1943075.06
17 328 1943075.06
17 329 1943075.06
17 330 1943075.06
17 331 1943075.06
17 332 1943075.06
17 333 1943075.06
17 334 1943075.06
17 335 1943075.06
17 336 1943075.06
17 337 1943075.06
17 338 1943075.06
17 339 1943075.06
17 340 1943075.06
17 341 1943075.06
17 342 1943075.06
17 343 1943075.06
17 344 1943075.06
17 345 1943075.06
17 346 1943075.06
17 347 1943075.06
17 348 1943075.06
17 349 1943075.06
17 350 1943075.06
17 351 1943075.06
17 352 1943075.06
17 353 1943075.06
17 354 290760.41
17 355 1943075.06
17 356 1943075.06
17 357 1943075.06
17 358 1943075.06
17 359 1943075.06
17 360 1943075.06
17 361 1943075.06
17 362 1943075.06
17 363 1943075.06
17 371 301251.51
17 379 301251.51
17 404 301251.51
17 420 301251.51
17 427 301251.51
17 449 301251.51
17 464 301251.51
17 470 301251.51
17 476 301251.51
17 482 301251.51
17 499 301251.51
17 513 301251.51
17 518 301251.51
17 523 301251.51
17 536 301251.51
17 549 301251.51
17 553 301251.51
17 563 301251.51
17 581 301251.51
17 592 301251.51
17 594 301251.51
17 596 301251.51
17 598 301251.51
17 600 301251.51
17 602 301251.51
17 604 301251.51
17 605 301251.51
17 615 301251.51
17 616 301251.51
17 617 301251.51
17 618 301251.51
17 619 301251.51
17 620 301251.51
17 621 301251.51
17 622 301251.51
17 623 301251.51
18 0 5175244.89
18 5 1981410.25
18 10 4824801.19
18 21 1981410.25
18 42 4824801.19
18 68 1981410.25
18 73 4824801.19
18 81 1981410.25
18 86 4824801.19
18 94 1981410.25
18 115 4824801.19
18 140 1981410.25
18 161 4824801.19
18 185 1981410.25
18 206 4824801.19
18 229 1981410.25
18 234 4824801.19
18 239 1981410.25
18 240 1981410.25
18 241 1981410.25
18 242 1981410.25
18 243 1981410.25
18 244 1981410.25
18 245 1981410.25
18 246 1981410.25
18 247 1981410.25
18 248 1981410.25
18 249 1981410.25
18 250 1981410.25
18 251 1981410.25
18 252 1981410.25
18 253 1981410.25
18 254 1981410.25
18 255 1981410.25
18 256 1981410.25
18 257 1981410.25
18 258 1981410.25
18 259 1743922.11
18 260 1981410.25
18 261 1981410.25
18 262 1981410.25
18 263 1981410.25
18 264 1981410.25
18 265 1981410.25
18 266 1981410.25
18 267 1981410.25
18 268 1981410.25
18 269 1981410.25
18 270 1981410.25
18 271 1981410.25
18 272 1981410.25
18 273 1981410.25
18 274 1981410.25
18 275 1981410.25
18 276 1981410.25
18 277 1981410.25
18 278 1981410.25
18 279 1981410.25
18 280 1981410.25
18 281 1981410.25
18 286 4824801.19
18 295 4824801.19
18 304 4824801.19
18 313 4824801.19
18 322 4824801.19
18 341 4824801.19
18 367 4824801.19
18 375 4824801.19
18 391 4824801.19
18 416 4824801.19
18 423 4824801.19
18 436 4824801.19
18 460 4824801.19
18 466 4824801.19
18 472 4824801.19
18 478 4824801.19
18 486 4824801.19
18 509 4824801.19
18 514 4824801.19
18 519 4824801.19
18 524 4824801.19
18 525 4824801.19
18 526 4824801.19
18 527 4824801.19
18 528 4824801.19
18 529 4824801.19
18 530 4824801.19
18 531 4824801.19
18 532 4824801.19
18 533 4824801.19
18 534 4824801.19
18 535 4824801.19
18 536 4824801.19
18 537 4824801.19
18 538 4824801.19
18 539 4824801.19
18 540 4824801.19
18 541 4824801.19
18 542 4824801.19
18 543 4824801.19
18 544 4824801.19
18 545 4824801.19
19 0 558268.81
19 3 110523.39
19 12 558105.8
19 18 110523.39
19 46 558105.8
19 66 110523.39
19 75 558105.8
19 79 110523.39
19 88 558105.8
19 91 110523.39
19 119 558105.8
19 138 110523.39
19 139 110523.39
19 140 110523.39
19 141 110523.39
19 142 110523.39
19 143 110523.39
19 144 110523.39
19 145 110523.39
19 146 110523.39
19 147 110523.39
19 148 110523.39
19 149 110523.39
19 150 110523.39
19 151 110523.39
19 152 110523.39
19 153 110523.39
19 154 110523.39
19 155 110523.39
19 156 110523.39
19 157 110523.39
19 158 110523.39
19 159 110523.39
19 160 110523.39
19 161 110523.39
19 162 110523.39
19 163 110523.39
19 164 110523.39
19 165 110360.39
19 166 110523.39
19 167 110523.39
19 168 110523.39
19 169 110523.39
19 170 110523.39
19 171 110523.39
19 172 110523.39
19 173 110523.39
19 174 110523.39
19 175 110523.39
19 176 110523.39
19 177 110523.39
19 178 110523.39
19 179 110523.39
19 180 110523.39
19 181 110523.39
19 182 110523.39
19 183 110523.39
19 210 558105.8
19 236 558105.8
19 263 558105.8
19 288 558105.8
19 297 558105.8
19 306 558105.8
19 315 558105.8
19 324 558105.8
19 345 558105.8
19 369 558105.8
19 377 558105.8
19 395 558105.8
19 418 558105.8
19 425 558105.8
19 440 558105.8
19 462 558105.8
19 468 558105.8
19 474 558105.8
19 480 558105.8
19 490 558105.8
19 511 558105.8
19 516 558105.8
19 521 558105.8
19 527 558105.8
19 547 558105.8
19 551 558105.8
19 554 558105.8
19 573 558105.8
19 574 558105.8
19 575 558105.8
19 576 558105.8
19 577 558105.8
19 578 558105.8
19 579 558105.8
19 580 558105.8
19 581 558105.8
19 582 558105.8
19 583 558105.8
19 584 558105.8
19 585 558105.8
19 586 558105.8
19 587 558105.8
19 588 558105.8
19 589 558105.8
19 590 558105.8
;

param budget := 8000000000;
